route_short_name,direction_id,start_segment,destination_segment,baseline_median_seconds,sample_count
10,2,33,42,1065.5,40
10,2,33,43,1200.0,33
10,2,33,44,1385.0,27
10,2,33,45,1502.0,23
10,2,33,46,1579.0,20
10,2,33,47,1731.0,13
10,2,33,48,1793.0,11
10,2,33,49,1908.0,5
10,2,33,50,2005.5,4
10,2,33,51,2119.5,2
10,2,34,34,56.0,2199
10,2,34,35,158.0,2194
10,2,34,36,257.0,2080
10,2,34,37,335.0,2059
10,2,34,38,414.0,2047
10,2,34,39,486.0,2024
10,2,34,40,574.0,1838
10,2,34,41,786.0,149
10,2,34,42,979.5,40
10,2,34,43,1071.0,33
10,2,34,44,1271.0,27
10,2,34,45,1442.0,23
10,2,34,46,1505.5,20
10,2,34,47,1632.0,13
10,2,34,48,1736.0,11
10,2,34,49,1879.0,5
10,2,34,50,1953.5,4
10,2,34,51,2070.5,2
10,2,35,35,71.0,2194
10,2,35,36,169.0,2080
10,2,35,37,247.0,2059
10,2,35,38,325.0,2047
10,2,35,39,399.0,2024
10,2,35,40,486.0,1838
10,2,35,41,593.0,149
10,2,35,42,844.0,40
10,2,35,43,931.0,33
10,2,35,44,1036.0,27
10,2,35,45,1200.0,23
10,2,35,46,1388.0,20
10,2,35,47,1514.0,13
10,2,35,48,1589.0,11
10,2,35,49,1694.0,5
10,2,35,50,1769.5,4
10,2,35,51,1925.5,2
10,2,36,36,69.0,2085
10,2,36,37,146.0,2059
10,2,36,38,224.0,2047
10,2,36,39,297.0,2024
10,2,36,40,383.0,1838
10,2,36,41,506.0,149
10,2,36,42,722.0,40
10,2,36,43,816.0,33
10,2,36,44,914.0,27
10,2,36,45,1003.0,23
10,2,36,46,1101.0,20
10,2,36,47,1397.0,13
10,2,36,48,1471.0,11
10,2,36,49,1656.0,5
10,2,36,50,1716.5,4
10,2,36,51,1868.5,2
10,2,37,37,50.0,2060
10,2,37,38,129.0,2047
10,2,37,39,200.0,2024
10,2,37,40,284.0,1838
10,2,37,41,396.0,149
10,2,37,42,588.0,40
10,2,37,43,705.0,33
10,2,37,44,803.0,27
10,2,37,45,871.0,23
10,2,37,46,973.5,20
10,2,37,47,1170.0,13
10,2,37,48,1359.0,11
10,2,37,49,1573.0,5
10,2,37,50,1639.0,4
10,2,37,51,1730.0,2
10,2,38,38,53.0,2049
10,2,38,39,125.0,2025
10,2,38,40,208.0,1839
10,2,38,41,310.0,149
10,2,38,42,484.5,40
10,2,38,43,603.0,33
10,2,38,44,711.0,27
10,2,38,45,791.0,23
10,2,38,46,889.0,20
10,2,38,47,998.0,13
10,2,38,48,1084.0,11
10,2,38,49,1314.0,5
10,2,38,50,1502.5,4
10,2,38,51,1562.0,2
10,2,39,39,51.0,2034
10,2,39,40,136.0,1839
10,2,39,41,220.0,149
10,2,39,42,360.5,40
10,2,39,43,505.0,33
10,2,39,44,610.0,27
10,2,39,45,688.0,23
10,2,39,46,784.5,20
10,2,39,47,881.0,13
10,2,39,48,958.0,11
10,2,39,49,1136.0,5
10,2,39,50,1357.0,4
10,2,39,51,1445.0,2
10,2,40,40,59.0,1839
10,2,40,41,140.0,149
10,2,40,42,247.0,40
10,2,40,43,345.0,33
10,2,40,44,438.0,27
10,2,40,45,573.0,23
10,2,40,46,664.0,20
10,2,40,47,769.0,13
10,2,40,48,859.0,11
10,2,40,49,959.0,5
10,2,40,50,1025.5,4
10,2,40,51,1141.0,2
10,2,41,41,62.0,149
10,2,41,42,158.5,40
10,2,41,43,255.0,33
10,2,41,44,350.0,27
10,2,41,45,437.0,23
10,2,41,46,541.5,20
10,2,41,47,678.0,13
10,2,41,48,772.0,11
10,2,41,49,902.0,5
10,2,41,50,953.0,4
10,2,41,51,1089.0,2
10,2,42,42,57.5,40
10,2,42,43,154.0,33
10,2,42,44,245.0,27
10,2,42,45,343.0,23
10,2,42,46,421.0,20
10,2,42,47,513.0,13
10,2,42,48,599.0,11
10,2,42,49,761.0,5
10,2,42,50,852.5,4
10,2,42,51,967.0,2
10,2,43,43,64.0,33
10,2,43,44,158.0,27
10,2,43,45,241.0,23
10,2,43,46,329.5,20
10,2,43,47,419.0,13
10,2,43,48,503.0,11
10,2,43,49,656.0,5
10,2,43,50,756.0,4
10,2,43,51,885.5,2
10,2,44,44,60.0,27
10,2,44,45,134.0,23
10,2,44,46,217.5,20
10,2,44,47,302.0,13
10,2,44,48,390.0,11
10,2,44,49,488.0,5
10,2,44,50,597.0,4
10,2,44,51,757.0,2
10,2,45,45,50.0,23
10,2,45,46,142.5,20
10,2,45,47,217.0,13
10,2,45,48,300.0,11
10,2,45,49,397.0,5
10,2,45,50,443.5,4
10,2,45,51,538.0,2
10,2,46,46,66.0,20
10,2,46,47,122.0,13
10,2,46,48,200.0,11
10,2,46,49,302.0,5
10,2,46,50,362.0,4
10,2,46,51,480.0,2
10,2,47,47,48.0,13
10,2,47,48,134.0,11
10,2,47,49,217.0,5
10,2,47,50,280.0,4
10,2,47,51,380.5,2
10,2,48,48,59.0,11
10,2,48,49,155.0,5
10,2,48,50,193.0,4
10,2,48,51,296.5,2
10,2,49,49,68.0,5
10,2,49,50,122.0,4
10,2,49,51,211.0,2
10,2,50,50,49.5,4
10,2,50,51,127.0,2
10,2,51,51,59.0,2
12,1,2,2,124.0,1904
12,1,2,3,217.0,1902
12,1,2,4,299.0,1899
12,1,2,5,443.0,1899
12,1,2,6,539.0,1890
12,1,2,7,655.0,1889
12,1,2,8,812.0,1887
12,1,2,9,896.0,1885
12,1,2,10,1002.0,1878
12,1,2,11,1150.0,1877
12,1,2,12,1320.0,1877
12,1,2,13,1411.0,1877
12,1,2,14,1557.0,1876
12,1,2,15,1776.0,1875
12,1,2,16,1887.0,1873
12,1,2,17,2019.0,1867
12,1,2,18,2082.0,1856
12,1,2,19,2156.5,1848
12,1,2,20,2381.5,1810
12,1,2,21,2525.5,1798
12,1,2,22,2636.0,1794
12,1,2,23,2722.0,1792
12,1,2,24,2836.0,1789
12,1,2,25,2963.0,1783
12,1,2,26,3055.0,1757
12,1,2,27,3135.5,1712
12,1,2,28,3223.0,1695
12,1,2,29,3296.0,1683
12,1,2,30,3372.0,1681
12,1,2,31,3433.0,1679
12,1,2,32,3505.0,1678
12,1,2,33,3594.0,1677
12,1,2,34,3786.0,1671
12,1,2,35,3884.0,1670
12,1,2,36,3968.0,1649
12,1,2,37,4033.0,1605
12,1,2,38,4100.0,1415
12,1,2,39,4084.0,703
12,1,2,40,4132.5,56
12,1,2,41,4606.5,16
12,1,2,42,4886.0,8
12,1,2,43,4863.0,7
12,1,2,44,5003.0,6
12,1,2,45,5081.5,6
12,1,2,46,5148.0,6
12,1,2,47,5296.0,5
12,1,2,48,5490.0,5
12,1,2,49,5575.0,5
12,1,2,50,5842.0,4
12,1,2,51,6326.0,2
12,1,2,52,6423.0,2
12,1,2,53,5574.0,1
12,1,2,54,5632.0,1
12,1,2,55,5684.0,1
12,1,3,3,59.0,1921
12,1,3,4,139.0,1918
12,1,3,5,287.0,1918
12,1,3,6,380.0,1909
12,1,3,7,498.0,1908
12,1,3,8,653.0,1906
12,1,3,9,738.0,1904
12,1,3,10,843.0,1897
12,1,3,11,992.0,1896
12,1,3,12,1161.0,1896
12,1,3,13,1250.0,1896
12,1,3,14,1400.0,1895
12,1,3,15,1615.0,1894
12,1,3,16,1725.0,1892
12,1,3,17,1860.0,1886
12,1,3,18,1924.0,1875
12,1,3,19,1996.0,1865
12,1,3,20,2217.0,1827
12,1,3,21,2363.0,1815
12,1,3,22,2472.0,1811
12,1,3,23,2558.0,1809
12,1,3,24,2673.5,1806
12,1,3,25,2801.5,1800
12,1,3,26,2889.0,1774
12,1,3,27,2975.0,1729
12,1,3,28,3065.0,1712
12,1,3,29,3137.0,1699
12,1,3,30,3207.0,1697
12,1,3,31,3270.0,1695
12,1,3,32,3350.0,1694
12,1,3,33,3427.0,1693
12,1,3,34,3614.0,1687
12,1,3,35,3710.0,1686
12,1,3,36,3801.0,1665
12,1,3,37,3864.0,1621
12,1,3,38,3925.0,1427
12,1,3,39,3925.0,709
12,1,3,40,4034.5,58
12,1,3,41,4487.0,17
12,1,3,42,4692.0,9
12,1,3,43,4739.0,7
12,1,3,44,4830.5,6
12,1,3,45,4909.0,6
12,1,3,46,4975.5,6
12,1,3,47,5075.0,5
12,1,3,48,5214.0,5
12,1,3,49,5299.0,5
12,1,3,50,5593.5,4
12,1,3,51,5994.5,2
12,1,3,52,6091.5,2
12,1,3,53,5450.0,1
12,1,3,54,5508.0,1
12,1,3,55,5560.0,1
12,1,4,4,50.0,1924
12,1,4,5,199.0,1924
12,1,4,6,292.0,1915
12,1,4,7,408.0,1914
12,1,4,8,563.0,1912
12,1,4,9,649.0,1910
12,1,4,10,754.0,1903
12,1,4,11,903.0,1902
12,1,4,12,1073.0,1902
12,1,4,13,1162.0,1902
12,1,4,14,1312.0,1901
12,1,4,15,1526.5,1900
12,1,4,16,1635.0,1898
12,1,4,17,1771.0,1892
12,1,4,18,1836.0,1881
12,1,4,19,1904.0,1871
12,1,4,20,2128.0,1833
12,1,4,21,2272.0,1820
12,1,4,22,2380.0,1816
12,1,4,23,2470.5,1814
12,1,4,24,2581.0,1811
12,1,4,25,2709.0,1805
12,1,4,26,2796.0,1778
12,1,4,27,2881.0,1732
12,1,4,28,2969.0,1715
12,1,4,29,3044.0,1702
12,1,4,30,3118.0,1700
12,1,4,31,3184.0,1698
12,1,4,32,3258.0,1697
12,1,4,33,3335.5,1696
12,1,4,34,3523.5,1690
12,1,4,35,3619.0,1689
12,1,4,36,3702.5,1668
12,1,4,37,3768.0,1624
12,1,4,38,3832.5,1430
12,1,4,39,3835.5,710
12,1,4,40,3924.5,58
12,1,4,41,4405.0,17
12,1,4,42,4605.0,9
12,1,4,43,4652.0,7
12,1,4,44,4756.5,6
12,1,4,45,4835.0,6
12,1,4,46,4901.5,6
12,1,4,47,5014.0,5
12,1,4,48,5175.0,5
12,1,4,49,5260.0,5
12,1,4,50,5543.5,4
12,1,4,51,5808.5,2
12,1,4,52,5905.5,2
12,1,4,53,5363.0,1
12,1,4,54,5421.0,1
12,1,4,55,5473.0,1
12,1,5,5,111.0,1927
12,1,5,6,205.0,1918
12,1,5,7,322.0,1917
12,1,5,8,475.0,1914
12,1,5,9,564.0,1912
12,1,5,10,666.0,1905
12,1,5,11,817.0,1904
12,1,5,12,985.0,1904
12,1,5,13,1073.0,1904
12,1,5,14,1225.0,1903
12,1,5,15,1440.5,1902
12,1,5,16,1550.0,1900
12,1,5,17,1680.5,1894
12,1,5,18,1745.0,1883
12,1,5,19,1816.0,1873
12,1,5,20,2041.0,1835
12,1,5,21,2188.0,1822
12,1,5,22,2290.0,1818
12,1,5,23,2382.0,1816
12,1,5,24,2492.0,1813
12,1,5,25,2623.0,1807
12,1,5,26,2708.0,1780
12,1,5,27,2793.0,1733
12,1,5,28,2880.0,1716
12,1,5,29,2958.0,1703
12,1,5,30,3026.0,1701
12,1,5,31,3091.0,1699
12,1,5,32,3166.0,1698
12,1,5,33,3250.0,1697
12,1,5,34,3435.0,1691
12,1,5,35,3531.0,1690
12,1,5,36,3615.0,1669
12,1,5,37,3683.0,1625
12,1,5,38,3746.0,1431
12,1,5,39,3758.0,711
12,1,5,40,3853.5,58
12,1,5,41,4379.0,17
12,1,5,42,4497.0,9
12,1,5,43,4544.0,7
12,1,5,44,4681.0,6
12,1,5,45,4759.5,6
12,1,5,46,4827.5,6
12,1,5,47,4971.0,5
12,1,5,48,5130.0,5
12,1,5,49,5215.0,5
12,1,5,50,5499.5,4
12,1,5,51,5688.5,2
12,1,5,52,5785.5,2
12,1,5,53,5255.0,1
12,1,5,54,5313.0,1
12,1,5,55,5365.0,1
12,1,6,6,58.0,1918
12,1,6,7,177.0,1917
12,1,6,8,332.0,1914
12,1,6,9,417.5,1912
12,1,6,10,524.0,1905
12,1,6,11,674.5,1904
12,1,6,12,840.5,1904
12,1,6,13,930.0,1904
12,1,6,14,1081.0,1903
12,1,6,15,1296.5,1902
12,1,6,16,1404.0,1900
12,1,6,17,1539.0,1894
12,1,6,18,1600.0,1883
12,1,6,19,1673.0,1873
12,1,6,20,1895.0,1835
12,1,6,21,2044.0,1822
12,1,6,22,2149.0,1818
12,1,6,23,2241.0,1816
12,1,6,24,2353.0,1813
12,1,6,25,2479.0,1807
12,1,6,26,2564.0,1780
12,1,6,27,2650.0,1733
12,1,6,28,2735.0,1716
12,1,6,29,2815.0,1703
12,1,6,30,2884.0,1701
12,1,6,31,2948.0,1699
12,1,6,32,3024.0,1698
12,1,6,33,3105.0,1697
12,1,6,34,3289.0,1691
12,1,6,35,3387.5,1690
12,1,6,36,3471.0,1669
12,1,6,37,3540.0,1625
12,1,6,38,3603.0,1431
12,1,6,39,3604.0,711
12,1,6,40,3705.5,58
12,1,6,41,4087.0,17
12,1,6,42,4388.0,9
12,1,6,43,4455.0,7
12,1,6,44,4568.0,6
12,1,6,45,4650.0,6
12,1,6,46,4728.0,6
12,1,6,47,4836.0,5
12,1,6,48,5014.0,5
12,1,6,49,5099.0,5
12,1,6,50,5374.0,4
12,1,6,51,5528.5,2
12,1,6,52,5625.5,2
12,1,6,53,5109.0,1
12,1,6,54,5167.0,1
12,1,6,55,5219.0,1
12,1,7,7,106.0,1927
12,1,7,8,250.0,1924
12,1,7,9,334.0,1921
12,1,7,10,441.0,1914
12,1,7,11,589.0,1913
12,1,7,12,756.0,1913
12,1,7,13,848.0,1913
12,1,7,14,995.0,1912
12,1,7,15,1210.0,1911
12,1,7,16,1319.0,1909
12,1,7,17,1446.0,1903
12,1,7,18,1514.0,1892
12,1,7,19,1586.0,1882
12,1,7,20,1805.0,1844
12,1,7,21,1952.0,1831
12,1,7,22,2054.0,1827
12,1,7,23,2146.0,1825
12,1,7,24,2260.0,1822
12,1,7,25,2390.0,1816
12,1,7,26,2479.0,1789
12,1,7,27,2563.0,1741
12,1,7,28,2649.0,1722
12,1,7,29,2728.0,1709
12,1,7,30,2799.0,1707
12,1,7,31,2863.0,1705
12,1,7,32,2935.5,1704
12,1,7,33,3021.0,1703
12,1,7,34,3203.0,1697
12,1,7,35,3302.0,1696
12,1,7,36,3383.0,1675
12,1,7,37,3449.0,1631
12,1,7,38,3517.5,1436
12,1,7,39,3531.0,713
12,1,7,40,3644.0,59
12,1,7,41,4087.0,18
12,1,7,42,4357.0,9
12,1,7,43,4417.0,7
12,1,7,44,4515.5,6
12,1,7,45,4597.5,6
12,1,7,46,4675.5,6
12,1,7,47,4769.0,5
12,1,7,48,4956.0,5
12,1,7,49,5041.0,5
12,1,7,50,5311.5,4
12,1,7,51,5465.0,2
12,1,7,52,5562.0,2
12,1,7,53,5061.0,1
12,1,7,54,5119.0,1
12,1,7,55,5171.0,1
12,1,8,8,111.0,1925
12,1,8,9,195.0,1922
12,1,8,10,304.0,1915
12,1,8,11,451.0,1914
12,1,8,12,618.0,1914
12,1,8,13,707.0,1913
12,1,8,14,854.0,1912
12,1,8,15,1067.0,1911
12,1,8,16,1177.0,1909
12,1,8,17,1313.0,1903
12,1,8,18,1374.0,1892
12,1,8,19,1444.0,1882
12,1,8,20,1655.0,1844
12,1,8,21,1811.0,1831
12,1,8,22,1914.0,1827
12,1,8,23,2005.0,1825
12,1,8,24,2118.5,1822
12,1,8,25,2243.5,1816
12,1,8,26,2334.0,1789
12,1,8,27,2417.0,1741
12,1,8,28,2501.0,1722
12,1,8,29,2583.0,1709
12,1,8,30,2654.0,1707
12,1,8,31,2716.0,1705
12,1,8,32,2792.5,1704
12,1,8,33,2872.0,1703
12,1,8,34,3059.0,1697
12,1,8,35,3158.0,1696
12,1,8,36,3241.0,1675
12,1,8,37,3307.0,1631
12,1,8,38,3379.0,1436
12,1,8,39,3392.0,713
12,1,8,40,3511.0,59
12,1,8,41,3960.0,18
12,1,8,42,4293.0,9
12,1,8,43,4353.0,7
12,1,8,44,4428.5,6
12,1,8,45,4510.5,6
12,1,8,46,4588.5,6
12,1,8,47,4669.0,5
12,1,8,48,4794.0,5
12,1,8,49,4879.0,5
12,1,8,50,5180.5,4
12,1,8,51,5379.5,2
12,1,8,52,5476.5,2
12,1,8,53,4973.0,1
12,1,8,54,5031.0,1
12,1,8,55,5083.0,1
12,1,9,9,44.0,1924
12,1,9,10,160.0,1917
12,1,9,11,305.0,1916
12,1,9,12,471.0,1916
12,1,9,13,562.0,1915
12,1,9,14,704.0,1914
12,1,9,15,920.0,1913
12,1,9,16,1026.0,1911
12,1,9,17,1163.0,1905
12,1,9,18,1223.0,1894
12,1,9,19,1295.0,1884
12,1,9,20,1512.5,1846
12,1,9,21,1660.0,1833
12,1,9,22,1766.0,1829
12,1,9,23,1858.0,1827
12,1,9,24,1970.0,1824
12,1,9,25,2104.0,1818
12,1,9,26,2194.0,1791
12,1,9,27,2274.0,1743
12,1,9,28,2357.5,1724
12,1,9,29,2430.0,1711
12,1,9,30,2505.0,1709
12,1,9,31,2567.0,1707
12,1,9,32,2646.0,1706
12,1,9,33,2728.0,1705
12,1,9,34,2915.0,1699
12,1,9,35,3014.5,1698
12,1,9,36,3099.0,1677
12,1,9,37,3161.0,1633
12,1,9,38,3227.5,1438
12,1,9,39,3233.5,714
12,1,9,40,3346.0,59
12,1,9,41,3835.5,18
12,1,9,42,4198.0,9
12,1,9,43,4273.0,7
12,1,9,44,4346.0,6
12,1,9,45,4428.0,6
12,1,9,46,4506.0,6
12,1,9,47,4559.0,5
12,1,9,48,4695.0,5
12,1,9,49,4780.0,5
12,1,9,50,5076.0,4
12,1,9,51,5212.5,2
12,1,9,52,5309.5,2
12,1,9,53,4795.0,1
12,1,9,54,4853.0,1
12,1,9,55,4905.0,1
12,1,10,10,80.0,1921
12,1,10,11,223.0,1920
12,1,10,12,390.0,1920
12,1,10,13,479.0,1919
12,1,10,14,622.0,1918
12,1,10,15,834.0,1917
12,1,10,16,944.0,1915
12,1,10,17,1079.0,1909
12,1,10,18,1144.0,1898
12,1,10,19,1210.0,1888
12,1,10,20,1425.0,1850
12,1,10,21,1575.0,1837
12,1,10,22,1680.0,1833
12,1,10,23,1771.0,1831
12,1,10,24,1886.5,1828
12,1,10,25,2019.0,1822
12,1,10,26,2107.0,1794
12,1,10,27,2189.0,1745
12,1,10,28,2276.0,1726
12,1,10,29,2347.0,1713
12,1,10,30,2418.0,1711
12,1,10,31,2481.0,1709
12,1,10,32,2561.0,1708
12,1,10,33,2644.0,1707
12,1,10,34,2825.0,1701
12,1,10,35,2933.0,1700
12,1,10,36,3012.0,1679
12,1,10,37,3078.0,1635
12,1,10,38,3145.5,1440
12,1,10,39,3149.0,714
12,1,10,40,3283.0,59
12,1,10,41,3723.5,18
12,1,10,42,4129.0,9
12,1,10,43,4231.0,7
12,1,10,44,4312.0,6
12,1,10,45,4394.0,6
12,1,10,46,4472.0,6
12,1,10,47,4517.0,5
12,1,10,48,4641.0,5
12,1,10,49,4726.0,5
12,1,10,50,5028.0,4
12,1,10,51,5147.0,2
12,1,10,52,5244.0,2
12,1,10,53,4720.0,1
12,1,10,54,4778.0,1
12,1,10,55,4830.0,1
12,1,11,11,111.0,1926
12,1,11,12,277.0,1926
12,1,11,13,367.0,1925
12,1,11,14,509.0,1924
12,1,11,15,724.0,1923
12,1,11,16,833.0,1921
12,1,11,17,968.0,1915
12,1,11,18,1028.0,1903
12,1,11,19,1093.0,1893
12,1,11,20,1308.0,1855
12,1,11,21,1460.0,1842
12,1,11,22,1565.0,1838
12,1,11,23,1654.5,1836
12,1,11,24,1772.0,1833
12,1,11,25,1903.0,1827
12,1,11,26,1992.0,1798
12,1,11,27,2077.0,1749
12,1,11,28,2163.0,1729
12,1,11,29,2239.5,1716
12,1,11,30,2310.5,1714
12,1,11,31,2372.0,1712
12,1,11,32,2446.0,1711
12,1,11,33,2531.5,1710
12,1,11,34,2714.5,1704
12,1,11,35,2814.0,1703
12,1,11,36,2894.0,1682
12,1,11,37,2962.0,1638
12,1,11,38,3026.0,1443
12,1,11,39,3047.5,716
12,1,11,40,3154.0,60
12,1,11,41,3594.5,18
12,1,11,42,4053.0,9
12,1,11,43,4134.0,7
12,1,11,44,4219.5,6
12,1,11,45,4309.5,6
12,1,11,46,4392.5,6
12,1,11,47,4450.0,5
12,1,11,48,4511.0,5
12,1,11,49,4596.0,5
12,1,11,50,4929.5,4
12,1,11,51,5002.5,2
12,1,11,52,5099.5,2
12,1,11,53,4583.0,1
12,1,11,54,4641.0,1
12,1,11,55,4693.0,1
12,1,12,12,131.0,1926
12,1,12,13,222.0,1925
12,1,12,14,361.0,1924
12,1,12,15,576.0,1923
12,1,12,16,685.0,1921
12,1,12,17,822.0,1915
12,1,12,18,881.0,1903
12,1,12,19,950.0,1893
12,1,12,20,1163.0,1855
12,1,12,21,1313.0,1842
12,1,12,22,1418.5,1838
12,1,12,23,1507.5,1836
12,1,12,24,1624.0,1833
12,1,12,25,1755.0,1827
12,1,12,26,1845.5,1798
12,1,12,27,1928.0,1749
12,1,12,28,2014.0,1729
12,1,12,29,2092.0,1716
12,1,12,30,2162.5,1714
12,1,12,31,2224.5,1712
12,1,12,32,2302.0,1711
12,1,12,33,2389.5,1710
12,1,12,34,2567.0,1704
12,1,12,35,2660.0,1703
12,1,12,36,2749.0,1682
12,1,12,37,2813.5,1638
12,1,12,38,2881.0,1443
12,1,12,39,2899.5,716
12,1,12,40,2996.0,60
12,1,12,41,3482.0,18
12,1,12,42,3901.0,9
12,1,12,43,3992.0,7
12,1,12,44,4064.0,6
12,1,12,45,4147.0,6
12,1,12,46,4243.0,6
12,1,12,47,4241.0,5
12,1,12,48,4395.0,5
12,1,12,49,4480.0,5
12,1,12,50,4767.0,4
12,1,12,51,4846.5,2
12,1,12,52,4943.5,2
12,1,12,53,4455.0,1
12,1,12,54,4513.0,1
12,1,12,55,4565.0,1
12,1,13,13,51.0,1926
12,1,13,14,193.0,1925
12,1,13,15,412.0,1924
12,1,13,16,520.0,1922
12,1,13,17,656.0,1916
12,1,13,18,717.0,1904
12,1,13,19,779.5,1894
12,1,13,20,995.0,1856
12,1,13,21,1144.0,1843
12,1,13,22,1250.0,1839
12,1,13,23,1341.0,1837
12,1,13,24,1459.0,1834
12,1,13,25,1582.5,1828
12,1,13,26,1678.0,1799
12,1,13,27,1761.0,1750
12,1,13,28,1850.0,1729
12,1,13,29,1921.0,1716
12,1,13,30,1988.0,1714
12,1,13,31,2051.5,1712
12,1,13,32,2127.0,1711
12,1,13,33,2223.0,1710
12,1,13,34,2399.0,1704
12,1,13,35,2500.0,1703
12,1,13,36,2579.0,1682
12,1,13,37,2643.5,1638
12,1,13,38,2708.0,1443
12,1,13,39,2719.5,716
12,1,13,40,2834.0,60
12,1,13,41,3338.5,18
12,1,13,42,3678.0,9
12,1,13,43,3868.0,7
12,1,13,44,3865.5,6
12,1,13,45,3947.5,6
12,1,13,46,4025.5,6
12,1,13,47,4018.0,5
12,1,13,48,4255.0,5
12,1,13,49,4340.0,5
12,1,13,50,4585.5,4
12,1,13,51,4630.0,2
12,1,13,52,4727.0,2
12,1,13,53,4233.0,1
12,1,13,54,4291.0,1
12,1,13,55,4343.0,1
12,1,14,14,101.5,1926
12,1,14,15,318.0,1925
12,1,14,16,425.0,1923
12,1,14,17,562.0,1917
12,1,14,18,625.0,1905
12,1,14,19,683.0,1895
12,1,14,20,901.0,1856
12,1,14,21,1051.0,1843
12,1,14,22,1156.0,1839
12,1,14,23,1244.0,1837
12,1,14,24,1364.0,1834
12,1,14,25,1493.5,1828
12,1,14,26,1582.0,1799
12,1,14,27,1669.0,1750
12,1,14,28,1755.0,1729
12,1,14,29,1830.0,1716
12,1,14,30,1900.0,1714
12,1,14,31,1964.0,1712
12,1,14,32,2038.0,1711
12,1,14,33,2131.0,1710
12,1,14,34,2304.5,1704
12,1,14,35,2404.0,1703
12,1,14,36,2488.0,1682
12,1,14,37,2551.5,1638
12,1,14,38,2619.0,1443
12,1,14,39,2628.5,716
12,1,14,40,2728.5,60
12,1,14,41,3184.0,18
12,1,14,42,3540.0,9
12,1,14,43,3790.0,7
12,1,14,44,3757.5,6
12,1,14,45,3839.5,6
12,1,14,46,3917.5,6
12,1,14,47,3880.0,5
12,1,14,48,4189.0,5
12,1,14,49,4274.0,5
12,1,14,50,4403.0,4
12,1,14,51,4260.0,2
12,1,14,52,4357.0,2
12,1,14,53,4157.0,1
12,1,14,54,4215.0,1
12,1,14,55,4267.0,1
12,1,15,15,198.0,1927
12,1,15,16,301.0,1925
12,1,15,17,443.0,1919
12,1,15,18,506.0,1907
12,1,15,19,561.0,1897
12,1,15,20,773.0,1858
12,1,15,21,921.0,1845
12,1,15,22,1029.0,1841
12,1,15,23,1117.0,1839
12,1,15,24,1231.5,1836
12,1,15,25,1363.0,1829
12,1,15,26,1455.0,1800
12,1,15,27,1539.0,1751
12,1,15,28,1628.0,1730
12,1,15,29,1699.0,1717
12,1,15,30,1769.0,1715
12,1,15,31,1830.0,1713
12,1,15,32,1906.5,1712
12,1,15,33,1987.0,1711
12,1,15,34,2170.0,1705
12,1,15,35,2269.5,1704
12,1,15,36,2350.0,1683
12,1,15,37,2417.0,1639
12,1,15,38,2494.5,1444
12,1,15,39,2517.0,716
12,1,15,40,2587.5,60
12,1,15,41,3036.5,18
12,1,15,42,3356.0,9
12,1,15,43,3493.0,7
12,1,15,44,3529.0,6
12,1,15,45,3612.0,6
12,1,15,46,3708.0,6
12,1,15,47,3696.0,5
12,1,15,48,3870.0,5
12,1,15,49,3955.0,5
12,1,15,50,4106.0,4
12,1,15,51,4091.0,2
12,1,15,52,4188.0,2
12,1,15,53,4094.0,1
12,1,15,54,4152.0,1
12,1,15,55,4204.0,1
12,1,16,16,78.0,1925
12,1,16,17,214.0,1919
12,1,16,18,275.0,1907
12,1,16,19,334.0,1897
12,1,16,20,538.0,1858
12,1,16,21,686.0,1845
12,1,16,22,793.0,1841
12,1,16,23,880.0,1839
12,1,16,24,1000.0,1836
12,1,16,25,1129.0,1829
12,1,16,26,1224.0,1800
12,1,16,27,1304.0,1751
12,1,16,28,1385.5,1730
12,1,16,29,1461.0,1717
12,1,16,30,1530.0,1715
12,1,16,31,1592.0,1713
12,1,16,32,1669.0,1712
12,1,16,33,1756.0,1711
12,1,16,34,1933.0,1705
12,1,16,35,2034.0,1704
12,1,16,36,2116.0,1683
12,1,16,37,2178.0,1639
12,1,16,38,2250.0,1444
12,1,16,39,2281.5,716
12,1,16,40,2474.0,60
12,1,16,41,2925.5,18
12,1,16,42,3104.0,9
12,1,16,43,3338.0,7
12,1,16,44,3325.5,6
12,1,16,45,3408.5,6
12,1,16,46,3504.5,6
12,1,16,47,3444.0,5
12,1,16,48,3715.0,5
12,1,16,49,3800.0,5
12,1,16,50,3901.5,4
12,1,16,51,3846.5,2
12,1,16,52,3943.5,2
12,1,16,53,3859.0,1
12,1,16,54,3917.0,1
12,1,16,55,3969.0,1
12,1,17,17,108.0,1922
12,1,17,18,169.0,1910
12,1,17,19,224.0,1900
12,1,17,20,428.0,1861
12,1,17,21,572.0,1848
12,1,17,22,680.0,1844
12,1,17,23,769.0,1842
12,1,17,24,884.0,1839
12,1,17,25,1016.0,1832
12,1,17,26,1109.0,1803
12,1,17,27,1190.0,1754
12,1,17,28,1276.0,1733
12,1,17,29,1350.5,1720
12,1,17,30,1420.0,1718
12,1,17,31,1484.0,1716
12,1,17,32,1558.0,1715
12,1,17,33,1646.0,1714
12,1,17,34,1824.0,1708
12,1,17,35,1924.0,1707
12,1,17,36,1999.0,1686
12,1,17,37,2065.5,1642
12,1,17,38,2137.5,1446
12,1,17,39,2175.5,718
12,1,17,40,2337.5,60
12,1,17,41,2769.0,18
12,1,17,42,3044.0,9
12,1,17,43,3198.0,7
12,1,17,44,3206.0,6
