route_short_name,direction_id,start_segment,destination_segment,baseline_median_seconds,sample_count
12,1,17,45,3289.0,6
12,1,17,46,3385.0,6
12,1,17,47,3345.0,5
12,1,17,48,3575.0,5
12,1,17,49,3660.0,5
12,1,17,50,3786.5,4
12,1,17,51,3773.0,2
12,1,17,52,3870.0,2
12,1,17,53,3802.0,1
12,1,17,54,3860.0,1
12,1,17,55,3912.0,1
12,1,18,18,25.0,1916
12,1,18,19,70.0,1906
12,1,18,20,289.0,1867
12,1,18,21,437.0,1853
12,1,18,22,543.0,1849
12,1,18,23,630.0,1847
12,1,18,24,746.5,1844
12,1,18,25,881.0,1837
12,1,18,26,970.0,1807
12,1,18,27,1049.0,1757
12,1,18,28,1135.0,1736
12,1,18,29,1209.0,1723
12,1,18,30,1277.0,1721
12,1,18,31,1340.0,1719
12,1,18,32,1415.0,1718
12,1,18,33,1502.0,1717
12,1,18,34,1680.0,1711
12,1,18,35,1781.0,1710
12,1,18,36,1860.0,1689
12,1,18,37,1927.0,1645
12,1,18,38,1992.0,1449
12,1,18,39,2023.0,720
12,1,18,40,2225.5,60
12,1,18,41,2608.5,18
12,1,18,42,2918.0,9
12,1,18,43,3059.0,7
12,1,18,44,3080.5,6
12,1,18,45,3160.0,6
12,1,18,46,3259.5,6
12,1,18,47,3233.0,5
12,1,18,48,3436.0,5
12,1,18,49,3521.0,5
12,1,18,50,3616.5,4
12,1,18,51,3609.5,2
12,1,18,52,3706.5,2
12,1,18,53,3676.0,1
12,1,18,54,3734.0,1
12,1,18,55,3786.0,1
12,1,19,19,29.0,1918
12,1,19,20,246.0,1879
12,1,19,21,387.0,1865
12,1,19,22,494.0,1861
12,1,19,23,579.0,1859
12,1,19,24,695.0,1856
12,1,19,25,829.0,1849
12,1,19,26,923.0,1818
12,1,19,27,1000.0,1768
12,1,19,28,1085.0,1742
12,1,19,29,1157.0,1729
12,1,19,30,1228.0,1727
12,1,19,31,1289.0,1725
12,1,19,32,1360.5,1724
12,1,19,33,1442.0,1723
12,1,19,34,1631.0,1717
12,1,19,35,1728.0,1716
12,1,19,36,1807.0,1695
12,1,19,37,1874.0,1649
12,1,19,38,1941.0,1453
12,1,19,39,1973.0,724
12,1,19,40,2061.0,62
12,1,19,41,2331.0,18
12,1,19,42,2898.0,9
12,1,19,43,3033.0,7
12,1,19,44,3056.0,6
12,1,19,45,3136.5,6
12,1,19,46,3235.0,6
12,1,19,47,3210.0,5
12,1,19,48,3410.0,5
12,1,19,49,3495.0,5
12,1,19,50,3591.5,4
12,1,19,51,3587.5,2
12,1,19,52,3684.5,2
12,1,19,53,3656.0,1
12,1,19,54,3714.0,1
12,1,19,55,3766.0,1
12,1,20,20,168.0,1888
12,1,20,21,308.0,1874
12,1,20,22,415.0,1870
12,1,20,23,499.0,1868
12,1,20,24,613.0,1865
12,1,20,25,746.0,1857
12,1,20,26,839.5,1826
12,1,20,27,915.0,1772
12,1,20,28,1006.0,1746
12,1,20,29,1081.0,1732
12,1,20,30,1149.0,1730
12,1,20,31,1208.5,1728
12,1,20,32,1283.0,1727
12,1,20,33,1359.0,1726
12,1,20,34,1545.0,1720
12,1,20,35,1642.0,1719
12,1,20,36,1724.0,1698
12,1,20,37,1796.0,1652
12,1,20,38,1874.5,1456
12,1,20,39,1917.5,726
12,1,20,40,1998.0,62
12,1,20,41,2189.0,18
12,1,20,42,2884.0,9
12,1,20,43,2993.0,7
12,1,20,44,3016.0,6
12,1,20,45,3102.5,6
12,1,20,46,3175.5,6
12,1,20,47,3131.0,5
12,1,20,48,3370.0,5
12,1,20,49,3455.0,5
12,1,20,50,3561.5,4
12,1,20,51,3570.5,2
12,1,20,52,3667.5,2
12,1,20,53,3642.0,1
12,1,20,54,3700.0,1
12,1,20,55,3752.0,1
12,1,21,21,105.0,1888
12,1,21,22,206.0,1884
12,1,21,23,293.0,1882
12,1,21,24,408.0,1878
12,1,21,25,537.0,1869
12,1,21,26,624.0,1837
12,1,21,27,699.0,1782
12,1,21,28,784.0,1753
12,1,21,29,859.0,1737
12,1,21,30,928.0,1735
12,1,21,31,988.0,1733
12,1,21,32,1063.0,1732
12,1,21,33,1146.0,1730
12,1,21,34,1323.0,1723
12,1,21,35,1424.0,1722
12,1,21,36,1502.0,1701
12,1,21,37,1572.0,1655
12,1,21,38,1658.0,1459
12,1,21,39,1712.0,727
12,1,21,40,1936.0,63
12,1,21,41,2167.0,19
12,1,21,42,2580.0,9
12,1,21,43,2720.0,7
12,1,21,44,2743.5,6
12,1,21,45,2816.5,6
12,1,21,46,2927.0,6
12,1,21,47,2920.0,5
12,1,21,48,3155.0,5
12,1,21,49,3239.0,5
12,1,21,50,3289.0,4
12,1,21,51,3232.5,2
12,1,21,52,3329.5,2
12,1,21,53,3296.0,1
12,1,21,54,3354.0,1
12,1,21,55,3406.0,1
12,1,22,22,78.0,1919
12,1,22,23,164.0,1917
12,1,22,24,277.0,1913
12,1,22,25,405.0,1901
12,1,22,26,491.0,1868
12,1,22,27,569.0,1812
12,1,22,28,653.0,1781
12,1,22,29,726.0,1756
12,1,22,30,794.0,1753
12,1,22,31,856.0,1751
12,1,22,32,931.0,1750
12,1,22,33,1015.5,1748
12,1,22,34,1193.0,1740
12,1,22,35,1292.0,1736
12,1,22,36,1370.0,1715
12,1,22,37,1441.0,1669
12,1,22,38,1519.0,1472
12,1,22,39,1569.0,739
12,1,22,40,1781.5,74
12,1,22,41,2337.0,28
12,1,22,42,2505.0,10
12,1,22,43,2589.0,7
12,1,22,44,2621.0,6
12,1,22,45,2694.0,6
12,1,22,46,2804.5,6
12,1,22,47,2806.0,5
12,1,22,48,2980.0,5
12,1,22,49,3065.0,5
12,1,22,50,3136.0,4
12,1,22,51,3126.0,2
12,1,22,52,3223.0,2
12,1,22,53,3214.0,1
12,1,22,54,3272.0,1
12,1,22,55,3324.0,1
12,1,23,23,70.0,1919
12,1,23,24,184.0,1915
12,1,23,25,309.0,1903
12,1,23,26,398.0,1870
12,1,23,27,474.0,1814
12,1,23,28,561.0,1783
12,1,23,29,634.0,1756
12,1,23,30,701.0,1753
12,1,23,31,763.0,1751
12,1,23,32,837.0,1750
12,1,23,33,923.0,1748
12,1,23,34,1100.0,1740
12,1,23,35,1198.0,1736
12,1,23,36,1278.0,1715
12,1,23,37,1349.0,1669
12,1,23,38,1427.0,1472
12,1,23,39,1472.0,739
12,1,23,40,1629.5,74
12,1,23,41,2020.5,28
12,1,23,42,2443.0,10
12,1,23,43,2494.0,7
12,1,23,44,2559.0,6
12,1,23,45,2632.0,6
12,1,23,46,2742.5,6
12,1,23,47,2775.0,5
12,1,23,48,2930.0,5
12,1,23,49,3013.0,5
12,1,23,50,3063.5,4
12,1,23,51,3055.5,2
12,1,23,52,3152.5,2
12,1,23,53,3168.0,1
12,1,23,54,3226.0,1
12,1,23,55,3278.0,1
12,1,24,24,84.0,1921
12,1,24,25,209.0,1909
12,1,24,26,299.0,1876
12,1,24,27,377.0,1820
12,1,24,28,462.0,1788
12,1,24,29,534.0,1760
12,1,24,30,603.0,1757
12,1,24,31,664.0,1753
12,1,24,32,737.0,1752
12,1,24,33,823.0,1750
12,1,24,34,995.0,1742
12,1,24,35,1098.0,1737
12,1,24,36,1177.0,1716
12,1,24,37,1247.0,1670
12,1,24,38,1329.0,1473
12,1,24,39,1373.5,740
12,1,24,40,1552.0,75
12,1,24,41,1929.5,28
12,1,24,42,2354.0,10
12,1,24,43,2418.0,7
12,1,24,44,2470.0,6
12,1,24,45,2543.0,6
12,1,24,46,2653.5,6
12,1,24,47,2670.0,5
12,1,24,48,2827.0,5
12,1,24,49,2908.0,5
12,1,24,50,2971.0,4
12,1,24,51,2956.5,2
12,1,24,52,3053.5,2
12,1,24,53,3075.0,1
12,1,24,54,3133.0,1
12,1,24,55,3185.0,1
12,1,25,25,103.0,1914
12,1,25,26,186.0,1881
12,1,25,27,262.0,1825
12,1,25,28,347.0,1792
12,1,25,29,420.0,1764
12,1,25,30,488.0,1761
12,1,25,31,548.0,1757
12,1,25,32,623.0,1756
12,1,25,33,707.0,1753
12,1,25,34,882.0,1745
12,1,25,35,980.0,1740
12,1,25,36,1063.0,1719
12,1,25,37,1130.0,1671
12,1,25,38,1215.0,1474
12,1,25,39,1271.0,741
12,1,25,40,1447.0,75
12,1,25,41,1840.0,28
12,1,25,42,2277.0,10
12,1,25,43,2338.0,7
12,1,25,44,2372.5,6
12,1,25,45,2456.0,6
12,1,25,46,2569.0,6
12,1,25,47,2580.0,5
12,1,25,48,2715.0,5
12,1,25,49,2800.0,5
12,1,25,50,2858.5,4
12,1,25,51,2876.0,2
12,1,25,52,2973.0,2
12,1,25,53,3004.0,1
12,1,25,54,3062.0,1
12,1,25,55,3114.0,1
12,1,26,26,56.0,1890
12,1,26,27,135.0,1834
12,1,26,28,219.0,1799
12,1,26,29,291.0,1770
12,1,26,30,361.0,1767
12,1,26,31,422.0,1763
12,1,26,32,494.0,1762
12,1,26,33,577.0,1759
12,1,26,34,756.0,1751
12,1,26,35,854.0,1746
12,1,26,36,934.0,1725
12,1,26,37,1004.0,1676
12,1,26,38,1081.0,1477
12,1,26,39,1133.5,742
12,1,26,40,1329.0,75
12,1,26,41,1703.5,28
12,1,26,42,2135.0,10
12,1,26,43,2184.0,7
12,1,26,44,2230.5,6
12,1,26,45,2313.5,6
12,1,26,46,2427.0,6
12,1,26,47,2450.0,5
12,1,26,48,2561.0,5
12,1,26,49,2646.0,5
12,1,26,50,2716.5,4
12,1,26,51,2745.5,2
12,1,26,52,2842.5,2
12,1,26,53,2873.0,1
12,1,26,54,2931.0,1
12,1,26,55,2983.0,1
12,1,27,27,46.0,1859
12,1,27,28,134.0,1824
12,1,27,29,205.0,1792
12,1,27,30,274.0,1788
12,1,27,31,334.5,1784
12,1,27,32,409.0,1783
12,1,27,33,488.0,1780
12,1,27,34,673.0,1771
12,1,27,35,771.0,1766
12,1,27,36,852.0,1745
12,1,27,37,920.0,1696
12,1,27,38,995.0,1493
12,1,27,39,1043.5,752
12,1,27,40,1220.0,76
12,1,27,41,1635.5,28
12,1,27,42,2037.5,10
12,1,27,43,2086.0,7
12,1,27,44,2134.0,6
12,1,27,45,2220.5,6
12,1,27,46,2322.0,6
12,1,27,47,2350.0,5
12,1,27,48,2451.0,5
12,1,27,49,2536.0,5
12,1,27,50,2611.5,4
12,1,27,51,2657.5,2
12,1,27,52,2754.5,2
12,1,27,53,2797.0,1
12,1,27,54,2855.0,1
12,1,27,55,2907.0,1
12,1,28,28,57.0,1882
12,1,28,29,130.0,1850
12,1,28,30,198.0,1846
12,1,28,31,260.0,1842
12,1,28,32,333.0,1840
12,1,28,33,413.0,1837
12,1,28,34,597.0,1827
12,1,28,35,698.0,1821
12,1,28,36,779.0,1800
12,1,28,37,844.0,1751
12,1,28,38,920.0,1545
12,1,28,39,970.5,790
12,1,28,40,1122.0,89
12,1,28,41,1618.0,29
12,1,28,42,1976.5,10
12,1,28,43,2024.0,7
12,1,28,44,2072.0,6
12,1,28,45,2154.0,6
12,1,28,46,2268.5,6
12,1,28,47,2293.0,5
12,1,28,48,2401.0,5
12,1,28,49,2486.0,5
12,1,28,50,2558.0,4
12,1,28,51,2587.5,2
12,1,28,52,2684.5,2
12,1,28,53,2714.0,1
12,1,28,54,2772.0,1
12,1,28,55,2824.0,1
12,1,29,29,42.0,1889
12,1,29,30,112.0,1884
12,1,29,31,174.0,1879
12,1,29,32,246.0,1877
12,1,29,33,325.0,1873
12,1,29,34,509.0,1862
12,1,29,35,611.0,1856
12,1,29,36,688.5,1834
12,1,29,37,757.0,1785
12,1,29,38,832.0,1577
12,1,29,39,879.0,821
12,1,29,40,1018.0,107
12,1,29,41,1510.0,31
12,1,29,42,1922.5,10
12,1,29,43,1964.0,7
12,1,29,44,2018.0,6
12,1,29,45,2099.0,6
12,1,29,46,2214.5,6
12,1,29,47,2245.0,5
12,1,29,48,2341.0,5
12,1,29,49,2426.0,5
12,1,29,50,2504.0,4
12,1,29,51,2537.0,2
12,1,29,52,2634.0,2
12,1,29,53,2661.0,1
12,1,29,54,2719.0,1
12,1,29,55,2771.0,1
12,1,30,30,37.0,1914
12,1,30,31,100.0,1909
12,1,30,32,169.0,1905
12,1,30,33,243.0,1901
12,1,30,34,435.0,1885
12,1,30,35,536.5,1874
12,1,30,36,614.0,1852
12,1,30,37,682.0,1803
12,1,30,38,754.0,1595
12,1,30,39,802.0,837
12,1,30,40,929.0,123
12,1,30,41,1482.0,43
12,1,30,42,1882.0,13
12,1,30,43,1936.0,9
12,1,30,44,1997.5,8
12,1,30,45,2060.0,7
12,1,30,46,2161.0,7
12,1,30,47,2206.0,6
12,1,30,48,2314.0,6
12,1,30,49,2397.0,6
12,1,30,50,2446.5,4
12,1,30,51,2460.0,2
12,1,30,52,2557.0,2
12,1,30,53,2562.0,1
12,1,30,54,2620.0,1
12,1,30,55,2672.0,1
12,1,31,31,35.0,1918
12,1,31,32,109.0,1914
12,1,31,33,173.0,1910
12,1,31,34,376.0,1890
12,1,31,35,476.0,1879
12,1,31,36,553.0,1857
12,1,31,37,620.0,1808
12,1,31,38,690.0,1600
12,1,31,39,734.0,840
12,1,31,40,843.0,125
12,1,31,41,1426.5,44
12,1,31,42,1819.0,13
12,1,31,43,1864.0,9
12,1,31,44,1931.5,8
12,1,31,45,2005.0,7
12,1,31,46,2108.0,7
12,1,31,47,2145.0,6
12,1,31,48,2264.0,6
12,1,31,49,2347.0,6
12,1,31,50,2396.5,4
12,1,31,51,2401.5,2
12,1,31,52,2498.5,2
12,1,31,53,2490.0,1
12,1,31,54,2548.0,1
12,1,31,55,2600.0,1
12,1,32,32,62.0,1920
12,1,32,33,132.5,1916
12,1,32,34,324.0,1896
12,1,32,35,422.0,1885
12,1,32,36,504.0,1863
12,1,32,37,570.0,1814
12,1,32,38,645.0,1606
12,1,32,39,694.5,844
12,1,32,40,778.5,128
12,1,32,41,1383.0,47
12,1,32,42,1810.5,14
12,1,32,43,1863.5,10
12,1,32,44,1922.0,9
12,1,32,45,1983.5,8
12,1,32,46,2079.5,8
12,1,32,47,2118.0,7
12,1,32,48,2227.5,6
12,1,32,49,2310.5,6
12,1,32,50,2360.0,4
12,1,32,51,2363.0,2
12,1,32,52,2460.0,2
12,1,32,53,2451.0,1
12,1,32,54,2509.0,1
12,1,32,55,2561.0,1
12,1,33,33,44.0,1921
12,1,33,34,240.0,1900
12,1,33,35,342.0,1887
12,1,33,36,424.0,1865
12,1,33,37,494.0,1816
12,1,33,38,565.0,1608
12,1,33,39,617.0,846
12,1,33,40,737.0,129
12,1,33,41,1295.0,47
12,1,33,42,1697.0,14
12,1,33,43,1747.0,10
12,1,33,44,1827.0,9
12,1,33,45,1882.5,8
12,1,33,46,1988.0,8
12,1,33,47,2023.0,7
12,1,33,48,2130.5,6
12,1,33,49,2213.5,6
12,1,33,50,2263.0,4
12,1,33,51,2282.0,2
12,1,33,52,2379.0,2
12,1,33,53,2376.0,1
12,1,33,54,2434.0,1
12,1,33,55,2486.0,1
12,1,34,34,137.0,1905
12,1,34,35,243.0,1892
12,1,34,36,341.0,1868
12,1,34,37,406.0,1819
12,1,34,38,495.0,1611
12,1,34,39,552.0,849
12,1,34,40,664.0,131
12,1,34,41,1224.0,47
12,1,34,42,1631.0,14
12,1,34,43,1680.5,10
12,1,34,44,1725.0,9
12,1,34,45,1800.0,8
12,1,34,46,1915.5,8
12,1,34,47,1963.0,7
12,1,34,48,2072.5,6
12,1,34,49,2155.5,6
12,1,34,50,2205.0,4
12,1,34,51,2226.0,2
12,1,34,52,2323.0,2
12,1,34,53,2321.0,1
12,1,34,54,2379.0,1
12,1,34,55,2431.0,1
12,1,35,35,87.0,1913
12,1,35,36,162.0,1888
12,1,35,37,232.0,1838
12,1,35,38,316.0,1630
12,1,35,39,409.0,868
12,1,35,40,600.5,146
12,1,35,41,999.5,54
12,1,35,42,1392.0,18
12,1,35,43,1442.0,14
12,1,35,44,1475.5,12
12,1,35,45,1492.0,10
12,1,35,46,1575.0,10
12,1,35,47,1608.0,9
12,1,35,48,1744.0,8
12,1,35,49,1861.5,8
12,1,35,50,1844.5,6
12,1,35,51,1942.5,4
12,1,35,52,2042.5,4
12,1,35,53,2083.0,3
12,1,35,54,2064.5,2
12,1,35,55,2104.0,2
12,1,36,36,54.0,1902
12,1,36,37,126.0,1852
12,1,36,38,203.0,1643
12,1,36,39,292.0,881
12,1,36,40,468.0,159
12,1,36,41,871.5,64
12,1,36,42,1446.0,21
12,1,36,43,1401.0,15
12,1,36,44,1429.0,12
12,1,36,45,1419.5,10
12,1,36,46,1503.0,10
12,1,36,47,1508.0,9
12,1,36,48,1650.5,8
12,1,36,49,1736.5,8
12,1,36,50,1679.5,6
12,1,36,51,1777.5,4
12,1,36,52,1877.5,4
12,1,36,53,1866.0,3
12,1,36,54,1904.5,2
12,1,36,55,1944.0,2
12,1,37,37,47.0,1859
12,1,37,38,122.0,1649
12,1,37,39,189.0,886
12,1,37,40,329.5,164
12,1,37,41,794.5,66
12,1,37,42,1268.0,23
12,1,37,43,1364.0,15
12,1,37,44,1373.5,12
12,1,37,45,1374.5,10
12,1,37,46,1459.0,10
12,1,37,47,1475.0,9
12,1,37,48,1589.0,8
12,1,37,49,1686.5,8
12,1,37,50,1623.0,6
12,1,37,51,1721.0,4
12,1,37,52,1821.0,4
12,1,37,53,1821.0,3
12,1,37,54,1837.0,2
12,1,37,55,1876.5,2
12,1,38,38,52.0,1650
12,1,38,39,126.0,887
12,1,38,40,209.0,165
12,1,38,41,710.0,67
12,1,38,42,1205.5,24
12,1,38,43,1366.0,16
12,1,38,44,1310.0,13
12,1,38,45,1257.0,11
12,1,38,46,1348.0,11
12,1,38,47,1336.5,10
12,1,38,48,1402.5,8
12,1,38,49,1467.5,8
12,1,38,50,1542.5,6
12,1,38,51,1640.5,4
12,1,38,52,1740.5,4
12,1,38,53,1751.0,3
12,1,38,54,1756.0,2
12,1,38,55,1795.5,2
12,1,39,39,51.0,891
12,1,39,40,148.5,168
12,1,39,41,645.0,68
12,1,39,42,1120.0,25
12,1,39,43,1277.5,16
12,1,39,44,1228.0,13
12,1,39,45,1156.0,11
12,1,39,46,1247.0,11
12,1,39,47,1230.5,10
12,1,39,48,1295.0,8
12,1,39,49,1360.0,8
12,1,39,50,1435.0,6
12,1,39,51,1533.0,4
12,1,39,52,1633.0,4
12,1,39,53,1670.0,3
12,1,39,54,1651.5,2
12,1,39,55,1691.0,2
12,1,40,40,66.0,168
12,1,40,41,605.0,68
12,1,40,42,900.0,25
12,1,40,43,1022.5,16
12,1,40,44,1020.0,13
12,1,40,45,1059.0,11
12,1,40,46,1189.0,11
12,1,40,47,1178.5,10
12,1,40,48,1244.5,8
12,1,40,49,1309.5,8
12,1,40,50,1384.5,6
12,1,40,51,1482.5,4
12,1,40,52,1582.5,4
12,1,40,53,1617.0,3
12,1,40,54,1609.0,2
12,1,40,55,1648.5,2
12,1,41,41,320.0,68
12,1,41,42,513.0,25
12,1,41,43,538.5,16
12,1,41,44,597.0,13
12,1,41,45,650.0,11
12,1,41,46,751.0,11
12,1,41,47,792.5,10
12,1,41,48,876.5,8
12,1,41,49,970.0,8
12,1,41,50,1030.5,6
12,1,41,51,1113.0,4
12,1,41,52,1210.0,4
12,1,41,53,1248.0,3
12,1,41,54,1276.5,2
12,1,41,55,1316.0,2
12,1,42,42,120.0,25
12,1,42,43,160.0,16
12,1,42,44,254.0,13
12,1,42,45,279.0,11
12,1,42,46,374.0,11
12,1,42,47,440.0,10
12,1,42,48,574.0,8
12,1,42,49,670.5,8
12,1,42,50,641.0,6
12,1,42,51,676.5,4
12,1,42,52,776.5,4
12,1,42,53,791.0,3
12,1,42,54,861.5,2
12,1,42,55,901.0,2
12,1,43,43,47.5,16
12,1,43,44,143.0,13
12,1,43,45,183.0,11
12,1,43,46,284.0,11
12,1,43,47,336.0,10
12,1,43,48,401.0,8
12,1,43,49,501.0,8
12,1,43,50,539.5,6
12,1,43,51,622.5,4
12,1,43,52,713.0,4
12,1,43,53,754.0,3
12,1,43,54,797.0,2
12,1,43,55,836.5,2
12,1,44,44,70.0,13
12,1,44,45,156.0,11
12,1,44,46,240.0,11
12,1,44,47,282.5,10
12,1,44,48,373.0,8
12,1,44,49,473.0,8
12,1,44,50,511.0,6
12,1,44,51,594.0,4
12,1,44,52,676.0,4
12,1,44,53,711.0,3
12,1,44,54,758.5,2
12,1,44,55,798.0,2
12,1,45,45,75.0,11
12,1,45,46,154.0,11
12,1,45,47,201.0,10
12,1,45,48,312.0,8
12,1,45,49,403.5,8
12,1,45,50,448.0,6
12,1,45,51,530.5,4
12,1,45,52,625.0,4
12,1,45,53,666.0,3
12,1,45,54,701.0,2
12,1,45,55,740.5,2
12,1,46,46,80.0,11
12,1,46,47,136.0,10
12,1,46,48,237.5,8
12,1,46,49,343.0,8
12,1,46,50,403.5,6
12,1,46,51,486.5,4
12,1,46,52,556.5,4
12,1,46,53,586.0,3
12,1,46,54,643.5,2
12,1,46,55,683.0,2
12,1,47,47,41.0,10
12,1,47,48,161.5,8
12,1,47,49,263.5,8
12,1,47,50,313.5,6
12,1,47,51,385.0,4
12,1,47,52,485.0,4
12,1,47,53,534.0,3
12,1,47,54,610.0,2
12,1,47,55,649.5,2
12,1,48,48,82.0,8
12,1,48,49,185.0,8
12,1,48,50,263.5,6
12,1,48,51,346.0,4
12,1,48,52,434.5,4
12,1,48,53,483.0,3
12,1,48,54,536.5,2
12,1,48,55,576.0,2
12,1,49,49,91.5,8
12,1,49,50,135.5,6
12,1,49,51,237.0,4
12,1,49,52,326.0,4
12,1,49,53,365.0,3
12,1,49,54,454.5,2
12,1,49,55,494.0,2
12,1,50,50,49.0,6
12,1,50,51,143.0,4
12,1,50,52,209.0,4
12,1,50,53,260.0,3
12,1,50,54,370.5,2
12,1,50,55,410.0,2
12,1,51,51,81.5,4
12,1,51,52,152.5,4
12,1,51,53,212.0,3
12,1,51,54,274.5,2
12,1,51,55,314.0,2
12,1,52,52,91.0,4
12,1,52,53,125.0,3
12,1,52,54,189.5,2
12,1,52,55,229.0,2
12,1,53,53,40.0,3
12,1,53,54,117.5,2
12,1,53,55,157.0,2
12,1,54,54,70.0,2
12,1,54,55,109.5,2
12,1,55,55,29.0,2
12,2,2,2,234.5,1470
12,2,2,3,299.0,1459
12,2,2,4,389.0,1413
12,2,2,5,536.0,1410
12,2,2,6,603.0,1406
12,2,2,7,636.0,1402
12,2,2,8,712.0,1401
12,2,2,9,773.0,1401
12,2,2,10,902.0,1401
12,2,2,11,974.0,1400
12,2,2,12,1047.0,1400
12,2,2,13,1118.0,1399
12,2,2,14,1231.0,1396
12,2,2,15,1328.0,1392
12,2,2,16,1415.0,1392
12,2,2,17,1534.0,1392
12,2,2,18,1631.5,1392
12,2,2,19,1718.0,1391
12,2,2,20,1785.0,1388
12,2,2,21,1894.0,1388
12,2,2,22,2040.0,1387
12,2,2,23,2163.0,1375
12,2,2,24,2325.0,1373
12,2,2,25,2483.0,1371
12,2,2,26,2632.0,1370
12,2,2,27,2665.0,1363
12,2,2,28,2736.0,1358
12,2,2,29,2794.0,1350
12,2,2,30,2992.0,1349
12,2,2,31,3092.0,1347
12,2,2,32,3185.0,1345
12,2,2,33,3303.0,1345
12,2,2,34,3395.0,1344
12,2,2,35,3510.5,1344
12,2,2,36,3613.0,1329
12,2,2,37,3725.0,1319
12,2,2,38,3809.0,1309
12,2,2,39,3872.0,1263
12,2,2,40,4052.0,1253
12,2,2,41,4120.0,1243
12,2,2,42,4210.0,1241
12,2,2,43,4285.0,1214
12,2,2,44,4366.0,1026
12,2,2,45,4421.0,9
12,2,3,3,47.0,1463
12,2,3,4,133.0,1417
12,2,3,5,279.0,1414
12,2,3,6,346.0,1410
12,2,3,7,380.0,1406
12,2,3,8,456.0,1405
12,2,3,9,517.0,1405
12,2,3,10,645.0,1405
12,2,3,11,722.0,1404
12,2,3,12,791.0,1404
12,2,3,13,857.0,1403
12,2,3,14,973.0,1400
12,2,3,15,1070.0,1396
12,2,3,16,1160.0,1396
12,2,3,17,1275.0,1396
12,2,3,18,1370.5,1396
12,2,3,19,1460.0,1395
12,2,3,20,1531.0,1392
12,2,3,21,1634.0,1392
12,2,3,22,1780.0,1391
12,2,3,23,1904.0,1379
12,2,3,24,2065.0,1377
12,2,3,25,2231.0,1375
12,2,3,26,2381.0,1374
12,2,3,27,2408.0,1367
12,2,3,28,2482.0,1362
12,2,3,29,2539.0,1354
12,2,3,30,2732.0,1353
12,2,3,31,2830.5,1350
12,2,3,32,2925.5,1348
12,2,3,33,3039.5,1348
12,2,3,34,3129.0,1347
12,2,3,35,3253.0,1347
12,2,3,36,3350.0,1331
12,2,3,37,3460.0,1321
12,2,3,38,3542.0,1311
12,2,3,39,3608.0,1265
12,2,3,40,3792.0,1255
12,2,3,41,3864.0,1245
12,2,3,42,3948.0,1242
12,2,3,43,4022.0,1215
12,2,3,44,4107.5,1026
12,2,3,45,4173.0,9
12,2,4,4,64.0,1424
12,2,4,5,209.0,1421
12,2,4,6,278.0,1417
12,2,4,7,311.0,1411
12,2,4,8,388.0,1410
12,2,4,9,449.0,1410
12,2,4,10,577.5,1410
12,2,4,11,653.0,1409
12,2,4,12,724.0,1409
12,2,4,13,792.0,1408
12,2,4,14,905.0,1405
12,2,4,15,1002.0,1401
12,2,4,16,1092.0,1401
12,2,4,17,1207.0,1401
12,2,4,18,1305.0,1401
12,2,4,19,1392.5,1400
12,2,4,20,1461.0,1397
12,2,4,21,1567.0,1397
12,2,4,22,1713.0,1396
12,2,4,23,1835.5,1384
12,2,4,24,2001.5,1382
12,2,4,25,2163.5,1380
12,2,4,26,2310.0,1379
12,2,4,27,2341.0,1372
12,2,4,28,2416.0,1367
12,2,4,29,2472.0,1359
12,2,4,30,2663.0,1358
12,2,4,31,2759.0,1355
12,2,4,32,2856.0,1353
12,2,4,33,2971.0,1353
12,2,4,34,3064.5,1352
12,2,4,35,3185.0,1352
12,2,4,36,3284.0,1336
12,2,4,37,3393.0,1326
12,2,4,38,3474.0,1316
12,2,4,39,3538.0,1270
12,2,4,40,3725.5,1260
12,2,4,41,3794.5,1250
12,2,4,42,3880.0,1247
12,2,4,43,3949.0,1220
12,2,4,44,4037.0,1031
12,2,4,45,4101.0,9
12,2,5,5,127.0,1430
12,2,5,6,196.0,1426
12,2,5,7,227.0,1420
12,2,5,8,303.0,1419
12,2,5,9,365.0,1419
12,2,5,10,493.0,1419
12,2,5,11,569.0,1418
12,2,5,12,639.0,1418
12,2,5,13,707.0,1417
12,2,5,14,822.0,1414
12,2,5,15,917.0,1410
12,2,5,16,1006.5,1410
12,2,5,17,1126.5,1410
12,2,5,18,1222.0,1410
12,2,5,19,1307.0,1409
12,2,5,20,1378.0,1406
12,2,5,21,1486.0,1405
12,2,5,22,1628.0,1404
12,2,5,23,1749.0,1392
12,2,5,24,1914.5,1390
12,2,5,25,2074.5,1388
12,2,5,26,2224.0,1387
12,2,5,27,2256.0,1380
12,2,5,28,2330.0,1375
12,2,5,29,2385.0,1367
12,2,5,30,2575.0,1366
12,2,5,31,2669.0,1363
12,2,5,32,2771.0,1361
12,2,5,33,2889.0,1361
12,2,5,34,2976.5,1360
12,2,5,35,3095.0,1360
12,2,5,36,3198.5,1344
12,2,5,37,3303.0,1333
12,2,5,38,3387.0,1323
12,2,5,39,3454.0,1277
12,2,5,40,3641.0,1267
12,2,5,41,3707.0,1257
12,2,5,42,3795.0,1254
12,2,5,43,3874.0,1227
12,2,5,44,3954.0,1037
12,2,5,45,4013.0,9
12,2,6,6,46.0,1431
12,2,6,7,76.0,1425
12,2,6,8,153.0,1424
12,2,6,9,214.0,1424
12,2,6,10,343.0,1424
12,2,6,11,415.0,1423
