route_id,route_short_name,direction_id,segment,start_guid,end_guid,start_stop_name,end_stop_name,observation_count,median_run_time_seconds,mean_run_time_seconds,p10_run_time_seconds,p25_run_time_seconds,p75_run_time_seconds,p90_run_time_seconds,std_run_time_seconds,min_run_time_seconds,max_run_time_seconds,p90_median_ratio
c453217f-9f9d-49ce-8b32-14a6b7013691,12,1,44,4aed197d-2627-48aa-9191-4b45ed52ddbb,3abac3ba-87c0-480c-aa39-fc3ec081e9c6,Mikroraion Samal,Zhanibek Tarkhana,31.0,70.0,85.94,35.0,43.5,97.5,135.0,65.44,24.0,374.0,1.93
c453217f-9f9d-49ce-8b32-14a6b7013691,12,1,45,06eee664-f6eb-43f7-ac6a-de0d6e693a27,12cabd75-d75d-4b82-8364-770c7812d47f,Stela Zvezda Astany,Nazarbaev universitet,28.0,65.5,73.61,37.1,50.75,88.0,116.8,33.65,35.0,170.0,1.78
c453217f-9f9d-49ce-8b32-14a6b7013691,12,1,46,12cabd75-d75d-4b82-8364-770c7812d47f,ad8964a3-38aa-4ec7-be27-55d4fa8437de,Nazarbaev universitet,ZhK Ekspo-Plaza,28.0,78.5,78.68,33.5,47.25,100.25,128.0,36.05,23.0,150.0,1.63
c453217f-9f9d-49ce-8b32-14a6b7013691,12,1,47,ad8964a3-38aa-4ec7-be27-55d4fa8437de,25160f65-5b76-42df-8126-ba7e0dca32d0,ZhK Ekspo-Plaza,Stadion Astana-Arena,25.0,57.0,72.04,24.2,35.0,75.0,134.6,62.72,14.0,313.0,2.36
c453217f-9f9d-49ce-8b32-14a6b7013691,12,1,48,25160f65-5b76-42df-8126-ba7e0dca32d0,c885bb33-9730-4071-9429-8ad8e56f4a7e,Stadion Astana-Arena,Dvorets edinoborstv im. Zhaksylyka Ushkempirova,19.0,101.0,116.42,36.8,49.0,125.0,168.6,123.52,8.0,581.0,1.67
c453217f-9f9d-49ce-8b32-14a6b7013691,12,1,49,c885bb33-9730-4071-9429-8ad8e56f4a7e,edca5c3c-a4bf-4aad-b25a-fa60e056cb86,Dvorets edinoborstv im. Zhaksylyka Ushkempirova,Biznes tsentr Asyl-Tau,18.0,91.5,101.56,34.9,67.25,131.25,176.9,55.97,15.0,216.0,1.93
c453217f-9f9d-49ce-8b32-14a6b7013691,12,1,50,edca5c3c-a4bf-4aad-b25a-fa60e056cb86,bf58aae9-f17c-4eb5-b280-bd59ef34e7d4,Biznes tsentr Asyl-Tau,Tsentr neirokhirurgii,14.0,49.0,62.36,12.5,30.75,75.75,120.5,49.33,7.0,186.0,2.46
c453217f-9f9d-49ce-8b32-14a6b7013691,12,1,51,bf58aae9-f17c-4eb5-b280-bd59ef34e7d4,870084cf-ed0b-4bbd-bea0-368b5bce2425,Tsentr neirokhirurgii,Kardiokhirurgicheskaia klinika,10.0,78.0,73.6,35.7,46.75,88.5,96.4,31.5,33.0,136.0,1.24
c453217f-9f9d-49ce-8b32-14a6b7013691,12,1,52,870084cf-ed0b-4bbd-bea0-368b5bce2425,8f799508-4fac-4e5a-8fda-b24e19000780,Kardiokhirurgicheskaia klinika,AO Kazmunaigaz,10.0,54.5,67.6,37.8,38.5,92.5,106.5,33.48,36.0,129.0,1.95
c453217f-9f9d-49ce-8b32-14a6b7013691,12,1,53,cac60a34-335b-43a0-aeb1-8d57a154facc,8f799508-4fac-4e5a-8fda-b24e19000780,Kardiokhirurgicheskaia klinika,AO Kazmunaigaz,8.0,46.5,46.88,7.7,29.0,64.25,85.1,30.69,7.0,90.0,1.83
c453217f-9f9d-49ce-8b32-14a6b7013691,12,1,54,bf58aae9-f17c-4eb5-b280-bd59ef34e7d4,870084cf-ed0b-4bbd-bea0-368b5bce2425,Tsentr neirokhirurgii,Kardiokhirurgicheskaia klinika,4.0,69.5,59.25,26.6,45.5,83.25,83.7,32.84,14.0,84.0,1.2
c453217f-9f9d-49ce-8b32-14a6b7013691,12,1,55,870084cf-ed0b-4bbd-bea0-368b5bce2425,8f799508-4fac-4e5a-8fda-b24e19000780,Kardiokhirurgicheskaia klinika,AO Kazmunaigaz,3.0,51.0,39.67,15.8,29.0,56.0,59.0,28.73,7.0,61.0,1.16
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,2,eb69b78a-a836-40b3-8ca7-a7b8aaed7ec6,19d56c0b-6421-4f46-8ec3-2781ee8b93ec,Mechet' Al'zhan Ana,Ulitsa Arnasai,2186.0,238.0,238.74,178.0,211.0,270.0,307.0,84.62,1.0,1531.0,1.29
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,3,19d56c0b-6421-4f46-8ec3-2781ee8b93ec,83a76452-75bb-411e-851e-9e07da361031,Ulitsa Arnasai,sredniaia shkola No. 24,2181.0,48.0,54.34,32.0,41.0,55.0,67.0,44.78,2.0,833.0,1.4
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,4,83a76452-75bb-411e-851e-9e07da361031,a4e48b15-9424-41b4-92a1-8331bbdd6863,sredniaia shkola No. 24,Detskii sad Balbulak,2126.0,64.0,67.9,45.0,53.0,79.0,92.0,25.92,2.0,325.0,1.44
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,5,a4e48b15-9424-41b4-92a1-8331bbdd6863,28764497-a568-434f-83dd-932a3c91e199,Detskii sad Balbulak,Sarytogai,2133.0,129.0,126.35,78.2,110.0,145.0,159.0,47.35,5.0,1239.0,1.23
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,6,28764497-a568-434f-83dd-932a3c91e199,88b7ca3b-3501-4efe-b33f-701453ffa277,Sarytogai,ul. Zhanadariia,2133.0,47.0,52.17,34.0,40.0,55.0,67.0,41.16,1.0,873.0,1.43
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,7,88b7ca3b-3501-4efe-b33f-701453ffa277,54623320-dd0b-452c-9ee8-9cf89671b8b0,ul. Zhanadariia,ZhK Aq-Jol,2136.0,30.0,36.0,18.0,24.0,38.0,50.0,57.1,5.0,1651.0,1.67
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,8,54623320-dd0b-452c-9ee8-9cf89671b8b0,a6d09382-75f3-4706-85e8-2a5b775af30c,ZhK Aq-Jol,Sadovodcheskoe obshchestvo Aviator,2146.0,74.0,79.49,46.0,57.0,93.0,109.0,59.24,10.0,1595.0,1.47
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,9,a6d09382-75f3-4706-85e8-2a5b775af30c,ea8a20e2-6aea-407c-b42b-f9c55439718b,Sadovodcheskoe obshchestvo Aviator,Kanal Nura-Esil',2158.0,59.0,65.97,46.0,53.0,66.0,84.0,62.89,2.0,1758.0,1.42
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,10,ea8a20e2-6aea-407c-b42b-f9c55439718b,fc4e269d-3cc0-46fd-87b7-4ae1ac9e2361,Kanal Nura-Esil',E 319,2165.0,96.0,102.62,62.0,78.0,113.0,135.0,68.12,6.0,1659.0,1.41
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,11,fc4e269d-3cc0-46fd-87b7-4ae1ac9e2361,a78b2c1d-ec83-4c0d-90b1-97d4136ebaae,E 319,Detskii sad Karlygash-2,2187.0,54.0,63.61,40.0,48.0,64.0,80.0,78.89,1.0,1581.0,1.48
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,12,a78b2c1d-ec83-4c0d-90b1-97d4136ebaae,ddc8cb38-d19d-43a5-8f21-eb761485ed15,Detskii sad Karlygash-2,Bol'nitsa Meditsinskogo tsentra UDP RK,2198.0,50.0,57.81,34.0,41.0,63.0,80.0,70.96,1.0,1755.0,1.6
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,13,ddc8cb38-d19d-43a5-8f21-eb761485ed15,ef859046-109a-4362-9339-ca295f511796,Bol'nitsa Meditsinskogo tsentra UDP RK,ZhK Ekspo Siti,2209.0,42.0,52.11,31.0,37.0,54.0,75.0,61.98,1.0,1669.0,1.79
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,14,ef859046-109a-4362-9339-ca295f511796,9f845f42-9eac-4e28-8502-fc9922b6c923,ZhK Ekspo Siti,Astana EKSPO,2211.0,87.0,91.81,46.0,61.0,113.0,136.0,49.99,11.0,1331.0,1.56
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,15,9f845f42-9eac-4e28-8502-fc9922b6c923,1d53ab9f-c7f4-4aa4-b0f0-633962560cfa,Astana EKSPO,ZhK Orynbor Towers,2215.0,76.0,79.5,38.0,52.0,95.0,109.0,65.42,7.0,1783.0,1.43
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,16,1d53ab9f-c7f4-4aa4-b0f0-633962560cfa,4ef6c8ac-8173-4c76-b194-918e3c3d876f,ZhK Orynbor Towers,ZhK Promenad Ekspo,2227.0,69.0,71.82,30.0,41.0,88.0,102.0,54.13,3.0,1375.0,1.48
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,17,4ef6c8ac-8173-4c76-b194-918e3c3d876f,93f2e175-bd6e-43d4-8498-a0b68fa24560,ZhK Promenad Ekspo,UDP,2228.0,92.0,94.33,47.0,62.0,120.0,137.0,51.37,2.0,1441.0,1.49
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,18,93f2e175-bd6e-43d4-8498-a0b68fa24560,4efbf1dc-b4dc-46a4-9f0b-70f8d73ff6b2,UDP,Bukhar zhyrau,2225.0,75.0,83.36,37.0,50.0,108.0,128.0,49.72,2.0,926.0,1.71
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,19,4efbf1dc-b4dc-46a4-9f0b-70f8d73ff6b2,9230cadb-e2b9-4939-8b6f-8be6d9da92c8,Bukhar zhyrau,Triumfal'naia arka Mangilik El,2225.0,51.0,67.41,33.0,40.0,92.0,108.0,43.52,3.0,606.0,2.12
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,20,9230cadb-e2b9-4939-8b6f-8be6d9da92c8,1552b0e1-bb57-49dc-b4cb-557a39df06b4,Triumfal'naia arka Mangilik El,K'arlyg'ash balabak'shasy,2222.0,40.0,49.82,28.0,34.0,49.0,77.0,41.24,1.0,738.0,1.92
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,21,1552b0e1-bb57-49dc-b4cb-557a39df06b4,f5fa8abd-4d11-4331-9424-0c9638a34de4,K'arlyg'ash balabak'shasy,ZhK Akzhaik,2227.0,72.0,86.25,38.0,50.0,105.0,143.4,65.87,1.0,1278.0,1.99
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,22,f5fa8abd-4d11-4331-9424-0c9638a34de4,f3a7aefe-7c9f-4391-8091-7df545584ac0,ZhK Akzhaik,Finansovyi tsentr,2226.0,109.0,122.11,48.0,71.0,147.0,185.0,99.08,2.0,1647.0,1.7
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,23,f3a7aefe-7c9f-4391-8091-7df545584ac0,ffe7ac12-5298-4f2b-83e5-894509a544ed,Finansovyi tsentr,K'azak'kontsert im. Rozy Baglanovoi,2212.0,69.0,94.35,36.0,47.0,91.0,132.0,124.35,2.0,1612.0,1.91
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,24,ffe7ac12-5298-4f2b-83e5-894509a544ed,2ca9397c-8bbe-40c0-9a6d-545216696cfe,K'azak'kontsert im. Rozy Baglanovoi,Dom ministerstv,2222.0,119.0,140.11,68.0,89.0,159.0,243.9,88.66,4.0,1368.0,2.05
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,25,2ca9397c-8bbe-40c0-9a6d-545216696cfe,542282bd-62d3-4c68-8246-e81186171837,Dom ministerstv,Kazakhstan temir zholy,2224.0,113.0,126.75,55.0,82.75,152.0,207.7,75.64,1.0,1006.0,1.84
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,26,542282bd-62d3-4c68-8246-e81186171837,06232fac-a185-48c0-8ac7-70a493306087,Kazakhstan temir zholy,Kazakhstan temir zholy,2225.0,121.0,128.87,48.4,90.0,152.0,193.6,81.31,1.0,923.0,1.6
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,27,06232fac-a185-48c0-8ac7-70a493306087,68738775-8984-47fb-a284-7b3a3e2a54cf,Kazakhstan temir zholy,Ulitsa  Dinmukhameda Kunaeva,2219.0,14.0,37.45,7.0,10.0,36.0,82.2,70.81,1.0,1171.0,5.87
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,28,68738775-8984-47fb-a284-7b3a3e2a54cf,e9dc4756-2990-4fa3-a0b8-a04d6312f913,Ulitsa  Dinmukhameda Kunaeva,Ulitsa  Dinmukhameda Kunaeva,2220.0,47.0,68.35,15.0,34.0,68.0,140.1,75.08,1.0,903.0,2.98
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,29,e9dc4756-2990-4fa3-a0b8-a04d6312f913,1100a1f5-0017-4d32-a284-74289da87c19,Ulitsa  Dinmukhameda Kunaeva,Teatr Astana Opera,2211.0,11.0,41.44,5.0,7.0,43.0,135.0,64.43,1.0,517.0,12.27
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,30,1100a1f5-0017-4d32-a284-74289da87c19,b199b336-fc58-47ca-bf2e-34f180c3c111,Teatr Astana Opera,TRTs Saryarka,2226.0,161.0,163.0,46.0,101.25,210.0,266.0,90.78,1.0,995.0,1.65
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,31,b199b336-fc58-47ca-bf2e-34f180c3c111,666cc2b2-73dc-4d32-afd1-1ce0b6280dd8,TRTs Saryarka,TRTs KeruenCity,2224.0,63.5,72.72,34.0,45.0,93.0,119.0,40.56,1.0,412.0,1.87
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,32,666cc2b2-73dc-4d32-afd1-1ce0b6280dd8,da885f37-5bc2-43d5-b95c-ef82447df886,TRTs KeruenCity,Korgalzhinskaia trassa,2225.0,58.0,70.23,37.0,45.0,83.0,119.0,42.29,1.0,728.0,2.05
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,33,da885f37-5bc2-43d5-b95c-ef82447df886,3f01777a-d987-4808-83e3-80e0193ebb62,Korgalzhinskaia trassa,Park Astana,2228.0,75.0,85.02,38.0,49.0,113.25,145.0,46.06,7.0,519.0,1.93
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,34,3f01777a-d987-4808-83e3-80e0193ebb62,edf55deb-81ff-41ae-bec5-a5a7b2cf5230,Park Astana,Ulitsa Kenesary,2224.0,51.0,62.17,36.0,43.0,72.0,101.0,35.57,1.0,419.0,1.98
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,35,edf55deb-81ff-41ae-bec5-a5a7b2cf5230,6aba57b3-2ccf-46aa-a877-7302fe66740e,Ulitsa Kenesary,Shkola Zerde,2228.0,93.0,92.94,46.0,75.0,112.0,129.0,35.66,2.0,429.0,1.39
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,36,6aba57b3-2ccf-46aa-a877-7302fe66740e,4cc233c3-db14-4e65-b96b-91271c045f99,Shkola Zerde,Sportivnyi kompleks ABYROY,2206.0,63.5,67.06,29.0,38.0,91.0,113.0,33.52,3.0,254.0,1.78
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,37,4cc233c3-db14-4e65-b96b-91271c045f99,ce8054ef-6b41-439f-b763-a770a69cf95d,Sportivnyi kompleks ABYROY,Prospekt Saryarka,2175.0,71.0,78.18,39.0,49.0,105.0,126.0,35.18,7.0,311.0,1.77
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,38,ce8054ef-6b41-439f-b763-a770a69cf95d,3d570ad2-db12-47d1-b15e-a33dfa403c56,Prospekt Saryarka,TD Koktem,2155.0,53.0,57.28,30.0,39.0,73.0,86.0,25.41,3.0,285.0,1.62
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,39,3d570ad2-db12-47d1-b15e-a33dfa403c56,9c39bef4-78ba-41cc-af86-4e9cec3e06dd,TD Koktem,Shkola-litsei No. 15,2070.0,35.0,52.89,22.0,28.0,47.0,123.0,55.02,1.0,877.0,3.51
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,40,9c39bef4-78ba-41cc-af86-4e9cec3e06dd,15829acf-630a-4f13-9472-b6f8a679e0a8,Shkola-litsei No. 15,Ulitsa Moskovskaia,2052.0,139.0,144.2,41.0,89.75,190.0,245.9,77.42,6.0,698.0,1.77
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,41,15829acf-630a-4f13-9472-b6f8a679e0a8,df129513-5202-4119-963f-1090546d183d,Ulitsa Moskovskaia,Ulitsa A. Moldagulovoi,2039.0,39.0,45.44,21.0,27.0,57.0,71.0,31.89,1.0,602.0,1.82
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,42,df129513-5202-4119-963f-1090546d183d,0dfeaf23-1068-4a93-9666-5cc804d389a1,Ulitsa A. Moldagulovoi,Teatr Zhastar,2034.0,60.0,64.51,31.0,40.0,80.75,101.0,37.21,5.0,815.0,1.68
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,43,0dfeaf23-1068-4a93-9666-5cc804d389a1,e6719284-431b-4c10-bb30-4f2e99de2f98,Teatr Zhastar,TD Daulet,1998.0,47.0,50.81,29.0,35.0,64.0,76.0,22.99,9.0,314.0,1.62
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,44,e6719284-431b-4c10-bb30-4f2e99de2f98,623fcc14-2417-4d31-84b9-ec08483a12ea,TD Daulet,TD Daulet,1740.0,61.0,60.82,32.0,39.0,80.0,92.0,24.52,6.0,230.0,1.51
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,45,0dfeaf23-1068-4a93-9666-5cc804d389a1,623fcc14-2417-4d31-84b9-ec08483a12ea,Teatr Zhastar,TD Daulet,111.0,58.0,58.89,34.0,40.5,72.5,92.0,23.97,4.0,123.0,1.59
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,46,623fcc14-2417-4d31-84b9-ec08483a12ea,e6719284-431b-4c10-bb30-4f2e99de2f98,TD Daulet,TD Daulet,68.0,64.0,65.15,35.4,43.75,81.5,96.0,27.08,17.0,163.0,1.5
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,47,e6719284-431b-4c10-bb30-4f2e99de2f98,623fcc14-2417-4d31-84b9-ec08483a12ea,TD Daulet,TD Daulet,20.0,75.0,72.4,33.6,45.0,90.25,100.2,34.22,26.0,158.0,1.34
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,48,0dfeaf23-1068-4a93-9666-5cc804d389a1,e6719284-431b-4c10-bb30-4f2e99de2f98,Teatr Zhastar,TD Daulet,11.0,52.0,59.91,30.0,39.0,74.5,90.0,28.37,29.0,121.0,1.73
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,49,e6719284-431b-4c10-bb30-4f2e99de2f98,623fcc14-2417-4d31-84b9-ec08483a12ea,TD Daulet,TD Daulet,11.0,41.0,64.36,32.0,36.5,82.5,88.0,45.21,24.0,182.0,2.15
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,50,623fcc14-2417-4d31-84b9-ec08483a12ea,e6719284-431b-4c10-bb30-4f2e99de2f98,TD Daulet,TD Daulet,9.0,69.0,91.67,54.0,67.0,115.0,136.2,48.69,54.0,205.0,1.97
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,51,3d570ad2-db12-47d1-b15e-a33dfa403c56,9c39bef4-78ba-41cc-af86-4e9cec3e06dd,TD Koktem,Shkola-litsei No. 15,7.0,44.0,45.43,26.4,37.0,54.0,66.8,20.97,12.0,80.0,1.52
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,52,9c39bef4-78ba-41cc-af86-4e9cec3e06dd,15829acf-630a-4f13-9472-b6f8a679e0a8,Shkola-litsei No. 15,Ulitsa Moskovskaia,6.0,100.0,90.5,55.5,67.75,111.25,116.0,28.18,53.0,118.0,1.16
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,53,15829acf-630a-4f13-9472-b6f8a679e0a8,df129513-5202-4119-963f-1090546d183d,Ulitsa Moskovskaia,Ulitsa A. Moldagulovoi,6.0,64.0,60.83,35.5,45.75,75.5,83.0,21.73,31.0,87.0,1.3
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,54,df129513-5202-4119-963f-1090546d183d,0dfeaf23-1068-4a93-9666-5cc804d389a1,Ulitsa A. Moldagulovoi,Teatr Zhastar,5.0,74.0,71.0,44.2,49.0,85.0,97.6,26.52,41.0,106.0,1.32
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,55,0dfeaf23-1068-4a93-9666-5cc804d389a1,623fcc14-2417-4d31-84b9-ec08483a12ea,Teatr Zhastar,TD Daulet,2.0,76.5,76.5,75.3,75.75,77.25,77.7,2.12,75.0,78.0,1.02
c453217f-9f9d-49ce-8b32-14a6b7013691,12,2,56,623fcc14-2417-4d31-84b9-ec08483a12ea,e6719284-431b-4c10-bb30-4f2e99de2f98,TD Daulet,TD Daulet,2.0,44.0,44.0,40.0,41.5,46.5,48.0,7.07,39.0,49.0,1.09
a3d30efc-b517-4ed6-b6a7-f5a87a3d5fa0,46,1,2,fe9d6168-9e62-41bb-be9e-15853bdcfdfd,2dd9aae5-9429-4599-9e2b-19909c7551da,Mu'sa dukeni,Tarbagatai,3833.0,93.0,98.82,66.0,80.0,107.0,123.0,54.73,3.0,1042.0,1.32
a3d30efc-b517-4ed6-b6a7-f5a87a3d5fa0,46,1,3,2dd9aae5-9429-4599-9e2b-19909c7551da,80f1899c-9a53-40c5-8e75-a2f6c1d74d82,Tarbagatai,Aktobe,3714.0,34.0,38.18,23.0,29.0,40.0,49.0,31.45,1.0,816.0,1.44
a3d30efc-b517-4ed6-b6a7-f5a87a3d5fa0,46,1,4,80f1899c-9a53-40c5-8e75-a2f6c1d74d82,fe63a582-29bc-419b-8a03-5c1757b45e87,Aktobe,Ulytau,3598.0,33.0,38.63,21.0,27.0,39.0,46.0,68.11,1.0,1756.0,1.39
a3d30efc-b517-4ed6-b6a7-f5a87a3d5fa0,46,1,5,fe63a582-29bc-419b-8a03-5c1757b45e87,c901486e-6e2a-4bc5-a56b-ebe54673e704,Ulytau,Keleshek,3656.0,51.0,75.26,33.0,40.0,65.0,79.0,160.0,1.0,1780.0,1.55
a3d30efc-b517-4ed6-b6a7-f5a87a3d5fa0,46,1,6,c901486e-6e2a-4bc5-a56b-ebe54673e704,2bbe99d3-1cdd-4707-af05-4d07edcfb875,Keleshek,Zhanakonys,3806.0,150.0,172.84,92.0,121.0,175.0,210.0,182.56,3.0,1791.0,1.4
a3d30efc-b517-4ed6-b6a7-f5a87a3d5fa0,46,1,7,2bbe99d3-1cdd-4707-af05-4d07edcfb875,88c76eb3-8629-453b-968f-d1aeaf15937f,Zhanakonys,per. Taitobe,3894.0,34.0,50.12,22.0,28.0,46.0,60.0,115.97,1.0,1743.0,1.76
a3d30efc-b517-4ed6-b6a7-f5a87a3d5fa0,46,1,8,88c76eb3-8629-453b-968f-d1aeaf15937f,519996b9-34d3-4260-942e-88b48ca22623,per. Taitobe,Ardagerler,3927.0,44.0,68.47,26.0,34.0,62.0,159.0,78.34,1.0,1547.0,3.61
a3d30efc-b517-4ed6-b6a7-f5a87a3d5fa0,46,1,9,519996b9-34d3-4260-942e-88b48ca22623,2b2b7d9a-6879-45ea-9763-1fe18e018f2f,Ardagerler,Titova,3942.0,93.0,99.52,47.0,64.0,123.0,149.0,64.31,3.0,1752.0,1.6
a3d30efc-b517-4ed6-b6a7-f5a87a3d5fa0,46,1,10,2b2b7d9a-6879-45ea-9763-1fe18e018f2f,64d084ee-3c50-4f86-a73b-39e127d3446f,Titova,Shugyla,3942.0,53.0,53.6,25.0,37.0,61.0,71.0,38.85,1.0,1492.0,1.34
a3d30efc-b517-4ed6-b6a7-f5a87a3d5fa0,46,1,11,64d084ee-3c50-4f86-a73b-39e127d3446f,69d3a2a0-c1c5-4c40-9930-6f7f2fa2ae2a,Shugyla,Kafe Sulukol',3926.0,27.0,32.59,17.0,22.0,34.0,47.0,25.15,1.0,299.0,1.74
a3d30efc-b517-4ed6-b6a7-f5a87a3d5fa0,46,1,12,69d3a2a0-c1c5-4c40-9930-6f7f2fa2ae2a,18e751ea-9e23-49dd-9275-4559c1ed40b0,Kafe Sulukol',Shugyla,3936.0,31.0,38.42,20.0,25.0,41.0,63.5,27.71,1.0,442.0,2.05
a3d30efc-b517-4ed6-b6a7-f5a87a3d5fa0,46,1,13,18e751ea-9e23-49dd-9275-4559c1ed40b0,77be7d79-bc6c-4c3d-a629-42529171f5da,Shugyla,Kladbishche,3940.0,36.0,42.71,19.0,26.0,55.0,71.0,27.22,1.0,387.0,1.97
a3d30efc-b517-4ed6-b6a7-f5a87a3d5fa0,46,1,14,77be7d79-bc6c-4c3d-a629-42529171f5da,439de39e-eed6-49be-9fc7-e232cc3c3f84,Kladbishche,Medeu,3942.0,30.0,35.5,20.0,26.0,38.0,54.0,24.76,1.0,424.0,1.8
a3d30efc-b517-4ed6-b6a7-f5a87a3d5fa0,46,1,15,439de39e-eed6-49be-9fc7-e232cc3c3f84,cb356626-5f8b-4acd-82b4-d01a06d43b3f,Medeu,K'artaly,3942.0,42.0,49.84,25.0,33.0,60.0,77.0,38.1,1.0,920.0,1.83
a3d30efc-b517-4ed6-b6a7-f5a87a3d5fa0,46,1,16,cb356626-5f8b-4acd-82b4-d01a06d43b3f,49f207a4-a4d2-44ee-983a-8f330bf0375c,K'artaly,Akan Sery,3941.0,58.0,71.42,29.0,37.0,85.0,126.0,57.58,2.0,1239.0,2.17
a3d30efc-b517-4ed6-b6a7-f5a87a3d5fa0,46,1,17,49f207a4-a4d2-44ee-983a-8f330bf0375c,20608557-4a9c-433d-89cb-c0dd527618d3,Akan Sery,Sredniaia shkola No. 18,3946.0,116.0,140.82,39.5,69.0,175.0,302.0,99.5,3.0,968.0,2.6
a3d30efc-b517-4ed6-b6a7-f5a87a3d5fa0,46,1,18,20608557-4a9c-433d-89cb-c0dd527618d3,50768bd6-38ce-4f3d-943d-a11b456905d2,Sredniaia shkola No. 18,Prospekt Saryarka,3943.0,253.0,220.77,57.2,100.0,324.0,369.0,126.11,1.0,883.0,1.46
a3d30efc-b517-4ed6-b6a7-f5a87a3d5fa0,46,1,19,50768bd6-38ce-4f3d-943d-a11b456905d2,d46249b9-2884-4b23-be59-9e5f54f49c89,Prospekt Saryarka,Sportivnyi kompleks ABYROY,3945.0,114.0,135.99,65.4,89.0,150.0,235.0,90.11,2.0,1674.0,2.06
a3d30efc-b517-4ed6-b6a7-f5a87a3d5fa0,46,1,20,d46249b9-2884-4b23-be59-9e5f54f49c89,b2feffc5-c000-486c-9e55-99734f884cb0,Sportivnyi kompleks ABYROY,Shkola Zerde,3942.0,100.0,114.22,41.0,70.0,129.0,162.0,89.04,6.0,883.0,1.62
a3d30efc-b517-4ed6-b6a7-f5a87a3d5fa0,46,1,21,b2feffc5-c000-486c-9e55-99734f884cb0,fe69c59f-7223-46c9-baf4-bc76f8e829ab,Shkola Zerde,Ulitsa Kenesary,3936.0,58.0,75.92,30.0,37.0,96.0,126.0,70.43,2.0,770.0,2.17
a3d30efc-b517-4ed6-b6a7-f5a87a3d5fa0,46,1,22,fe69c59f-7223-46c9-baf4-bc76f8e829ab,35914827-e837-47c4-93ce-d92d1d09d291,Ulitsa Kenesary,Park Astana,3929.0,77.0,80.05,30.0,39.0,107.0,129.0,54.82,2.0,901.0,1.68
a3d30efc-b517-4ed6-b6a7-f5a87a3d5fa0,46,1,23,35914827-e837-47c4-93ce-d92d1d09d291,21a7b5b4-3e01-4457-91da-b8cc6ac14bbd,Park Astana,TRTs KeruenCity,3930.0,102.0,106.67,40.0,79.0,127.0,157.0,59.64,1.0,1013.0,1.54
