route_short_name,direction_id,segment,start_stop_sample,end_stop_sample,n_obs,mean_run_time_sec,median_run_time_sec,p10_run_time_sec,p90_run_time_sec,iqr_run_time_sec,std_run_time_sec,mean_dwell_time_sec,median_dwell_time_sec,p90_dwell_time_sec,std_dwell_time_sec,mean_total_time_sec,median_total_time_sec,p10_total_time_sec,p90_total_time_sec,iqr_total_time_sec,std_total_time_sec,cv_total_time,is_high_variability_segment
10,2,18,Biznes tsentr Asyl-Tau,Biznes tsentr Asyl-Tau,3143,85.07,76.0,38.0,139.0,49.0,51.35,26.93,26.0,40.0,13.57,112.0,104.0,61.0,170.0,52.0,54.64,0.4879,0
12,1,2,Agrotekhnicheskii universitet,Kladbishche,2908,148.5,123.0,79.0,175.0,50.0,223.17,34.3,31.0,49.0,58.39,182.8,157.0,110.0,210.0,52.0,231.32,1.2654,0
46,1,23,Kardiokhirurgicheskaia klinika,AO Kazmunaigaz,3930,106.67,102.0,40.0,157.0,48.0,59.64,32.73,30.0,50.0,16.66,139.4,135.0,75.0,191.0,51.75,62.26,0.4466,0
12,1,44,Dvorets edinoborstv im. Zhaksylyka Ushkempirova,AO Kazmunaigaz,31,85.94,70.0,35.0,135.0,54.0,65.44,2.19,0.0,5.0,6.65,88.13,72.0,40.0,137.0,51.5,64.86,0.736,0
12,1,46,Biznes tsentr Asyl-Tau,Biznes tsentr Asyl-Tau,28,78.68,78.5,33.5,128.0,53.0,36.05,2.11,0.0,4.6,4.75,80.79,79.5,33.5,128.0,51.5,36.38,0.4503,0
46,1,39,Dom Ministerstv,Finansovyi tsentr,3621,84.61,74.0,46.0,130.0,48.0,43.51,24.36,24.0,39.0,20.1,108.96,100.0,65.0,158.0,51.0,48.3,0.4432,0
10,1,2,Teatr Zhastar,Agrotekhnicheskii universitet,3334,143.05,138.0,93.3,186.0,49.0,91.18,32.29,31.0,46.0,12.2,175.33,171.0,122.3,220.0,51.0,92.3,0.5264,0
10,2,16,Dvorets edinoborstv,Biznes tsentr Asyl-Tau,3140,120.13,104.0,64.0,163.0,48.0,92.8,33.54,31.0,51.0,15.24,153.67,137.0,96.0,202.0,51.0,91.55,0.5957,0
46,2,49,Mu'sa dukeni,Nauryz48,3,85.67,106.0,39.6,123.6,52.5,55.37,12.33,11.0,15.8,4.16,98.0,115.0,55.0,134.2,49.5,51.64,0.527,0
46,2,31,Akan Sery,Akan Sery,4128,75.89,65.0,33.0,117.0,45.0,57.57,13.57,12.0,26.0,11.67,89.46,77.0,44.0,135.0,49.0,59.79,0.6684,0
46,2,8,Bukhar zhyrau,Bukhar zhyrau,4104,65.13,48.0,28.0,101.7,44.0,101.84,28.14,26.0,42.0,12.65,93.27,77.0,53.0,132.0,49.0,101.21,1.0851,0
46,2,7,Bukhar zhyrau,Bukhar zhyrau,4093,85.49,77.0,37.0,119.0,49.0,115.43,30.9,27.0,48.0,16.67,116.4,108.0,64.0,153.0,49.0,114.99,0.9879,0
10,1,7,Biznes tsentr Marden,Biznes tsentr Marden,3335,118.97,115.0,79.0,161.0,41.5,37.93,42.53,39.0,64.0,21.43,161.5,155.0,113.0,210.0,49.0,48.86,0.3026,0
12,1,33,Bol'nitsa Meditsinskogo tsentra UDP RK,Astana EKSPO,2910,74.96,45.0,31.0,182.0,47.0,83.4,18.76,18.0,31.0,30.19,93.73,66.0,47.0,194.1,49.0,86.57,0.9237,0
12,2,23,Astana EKSPO,Astana EKSPO,2219,102.21,69.0,36.0,133.2,44.0,190.69,33.09,30.0,49.0,15.67,135.29,103.0,62.0,173.0,49.0,191.15,1.4129,0
12,2,50,Prospekt Saryarka,TD Daulet,9,91.67,69.0,54.0,136.2,48.0,48.69,32.33,31.0,41.6,8.5,124.0,95.0,91.4,179.2,49.0,51.98,0.4192,0
12,1,22,AO Kazmunaigaz,Astana EKSPO,2909,91.43,75.0,42.0,126.0,45.0,130.32,13.03,6.0,32.0,13.9,104.45,90.0,49.0,148.0,48.0,130.41,1.2485,0
12,1,18,Dom Ministerstv,AO Kazmunaigaz,2906,49.31,26.0,16.0,117.0,23.0,63.03,14.89,4.0,40.0,29.7,64.2,32.0,19.0,155.0,48.0,76.28,1.1882,0
12,2,31,Bukhar zhyrau,Dom ministerstv,2224,72.72,63.5,34.0,119.0,48.0,40.56,28.84,26.0,44.0,13.02,101.56,94.0,60.0,150.0,48.0,42.58,0.4193,0
10,2,44,Agrotekhnicheskii universitet,Agrotekhnicheskii universitet,34,66.76,60.5,27.5,104.0,43.75,40.93,25.88,22.0,40.0,14.63,92.65,81.0,54.3,147.9,47.5,44.43,0.4796,0
10,2,19,Biznes tsentr Asyl-Tau,Biznes tsentr Asyl-Tau,3144,108.35,108.0,58.0,154.0,44.0,60.66,30.71,28.0,43.0,15.78,139.06,136.0,86.0,188.0,47.0,66.44,0.4778,0
12,1,36,Bol'nitsa Meditsinskogo tsentra UDP RK,Detskii sad Balbulak,2887,66.63,55.0,33.0,105.0,47.0,42.36,20.31,19.0,33.0,16.8,86.94,78.0,48.0,127.0,47.0,44.84,0.5158,0
12,2,16,Astana EKSPO,Astana EKSPO,2228,72.76,69.0,30.0,102.0,47.0,70.23,26.48,25.0,39.0,11.86,99.24,96.0,55.0,130.3,47.0,70.56,0.711,0
10,1,25,Ledovyi dvorets Alau,Ledovyi dvorets Alau,3335,91.2,90.0,40.0,134.0,48.0,42.86,31.74,28.0,50.0,19.02,122.93,120.0,80.0,165.0,46.0,47.71,0.3881,0
12,1,26,Astana EKSPO,Astana EKSPO,2859,67.11,58.0,32.0,102.2,45.0,87.67,26.01,25.0,40.0,18.61,93.13,83.0,54.0,132.0,46.0,88.5,0.9504,0
12,2,52,Shkola-litsei No. 15,TD Daulet,6,90.5,100.0,55.5,116.0,43.5,28.18,29.67,27.5,40.0,9.07,120.17,129.0,84.0,147.5,46.0,30.56,0.2543,0
10,1,24,Dvorets edinoborstv im. Zhaksylyka Ushkempirova,Ledovyi dvorets Alau,3335,104.52,97.0,64.0,144.0,41.5,48.34,32.66,30.0,49.0,14.78,137.18,128.0,92.0,182.0,45.0,52.97,0.3861,0
12,1,16,Dom Ministerstv,Detskii sad Balbulak,2916,96.62,78.0,47.0,150.0,41.0,91.48,29.76,26.0,45.0,25.52,126.38,106.0,71.0,187.0,45.0,103.08,0.8156,0
12,2,28,Bukhar zhyrau,Bukhar zhyrau,2224,68.23,46.0,14.3,140.0,35.0,75.07,16.73,8.0,39.0,20.37,84.96,61.0,32.0,165.0,45.0,80.88,0.952,0
10,1,44,Astana EKSPO,Dom Ministerstv,9,92.33,46.0,29.2,187.6,45.0,111.13,1.67,0.0,6.0,3.54,94.0,46.0,30.2,195.6,45.0,111.28,1.1838,0
46,1,38,Dom Ministerstv,Dom Ministerstv,3774,82.82,72.0,44.0,129.0,44.0,46.19,20.85,21.0,38.0,17.06,103.68,95.0,56.0,155.0,44.0,49.32,0.4757,0
12,2,32,Dom ministerstv,Finansovyi tsentr,2227,70.16,58.0,37.0,119.0,38.0,42.32,28.54,26.0,42.0,13.64,98.71,88.0,61.0,150.0,44.0,44.64,0.4522,0
12,2,15,Astana EKSPO,Astana EKSPO,2221,86.14,76.0,38.0,109.0,43.0,145.2,24.09,23.0,36.0,11.33,110.24,100.0,59.0,137.0,44.0,144.37,1.3097,0
12,2,44,Park Astana,Korgalzhinskaia trassa,1740,60.82,61.0,32.0,92.0,41.0,24.52,27.84,23.0,41.0,24.98,88.66,88.0,53.0,123.0,44.0,35.96,0.4056,0
12,2,49,Shkola-litsei No. 15,Prospekt Saryarka,11,64.36,41.0,32.0,88.0,46.0,45.21,28.18,27.0,38.0,13.08,92.55,79.0,56.0,112.0,43.5,45.4,0.4906,0
46,2,30,Akan Sery,Akan Sery,4081,69.35,60.0,29.0,108.0,42.0,56.56,18.65,17.0,32.0,12.74,87.99,79.0,45.0,131.0,43.0,58.55,0.6654,0
10,1,5,Agrotekhnicheskii universitet,Biznes tsentr Marden,3335,96.9,98.0,61.0,126.0,39.0,31.93,36.18,32.0,57.0,16.02,133.07,133.0,89.0,174.0,43.0,38.52,0.2894,0
10,2,20,Biznes tsentr Asyl-Tau,Biznes tsentr Asyl-Tau,3142,84.68,53.0,37.0,145.0,32.0,120.23,36.89,29.0,66.0,30.13,121.58,85.0,61.0,200.0,43.0,134.84,1.1091,0
12,1,5,K'artaly,Akan Sery,2919,116.8,111.0,75.0,151.0,39.0,98.43,31.87,29.0,45.0,48.44,148.67,141.0,102.0,183.0,43.0,112.63,0.7576,0
46,2,44,Gostinitsa Bakhyt,Gostinitsa Bakhyt,853,55.63,29.0,10.0,120.0,30.0,79.47,17.3,12.0,32.0,45.04,72.94,47.0,15.0,144.8,43.0,87.85,1.2045,0
10,1,37,Kanal Nura-Esil',Astana EKSPO,331,78.68,41.0,23.0,273.0,37.0,106.18,27.98,25.0,40.0,32.69,106.65,71.0,41.0,284.0,43.0,107.3,1.0061,0
10,1,46,Finansovyi tsentr,Dom Ministerstv,3,76.0,66.0,53.2,102.8,31.0,32.19,23.67,1.0,56.2,40.13,99.67,113.0,62.6,131.4,43.0,44.52,0.4467,0
10,1,31,Detskii sad Karlygash,Detskii sad Karlygash,3333,50.35,41.0,28.0,81.0,28.0,55.78,10.65,5.0,27.0,11.64,60.99,47.0,32.2,103.0,42.0,58.82,0.9643,0
12,1,11,Bol'nitsa Meditsinskogo tsentra UDP RK,E 495,2916,115.87,111.0,80.0,154.0,38.0,44.09,32.23,30.0,48.0,14.28,148.1,143.0,109.0,190.0,42.0,46.27,0.3125,0
12,2,42,Korgalzhinskaia trassa,Korgalzhinskaia trassa,2034,64.51,60.0,31.0,101.0,40.75,37.21,26.9,25.0,38.0,10.83,91.41,86.0,56.0,130.0,42.0,38.41,0.4202,0
12,1,54,Kardiokhirurgicheskaia klinika,AO Kazmunaigaz,4,59.25,69.5,26.6,83.7,37.75,32.84,5.25,0.5,14.3,9.84,64.5,70.0,26.9,97.7,42.0,38.77,0.6011,0
12,1,51,Biznes tsentr Asyl-Tau,Biznes tsentr Asyl-Tau,10,73.6,78.0,35.7,96.4,41.75,31.5,0.2,0.0,0.2,0.63,73.8,78.0,35.7,98.2,41.75,31.64,0.4287,0
10,2,49,Il'iasa Esenberlina,TD Daulet,7,57.57,50.0,36.0,81.8,30.0,20.39,23.29,24.0,33.4,9.84,80.86,65.0,57.8,115.2,41.5,26.86,0.3322,0
46,2,23,Akan Sery,Akan Sery,4184,96.91,93.0,58.0,132.0,36.0,49.36,32.35,29.0,50.0,21.41,129.26,125.0,84.0,171.0,41.0,56.12,0.4342,0
10,1,6,Biznes tsentr Marden,Biznes tsentr Marden,3334,101.78,99.0,66.0,138.0,38.0,32.93,34.34,32.0,48.0,14.41,136.12,133.0,96.0,175.0,41.0,37.41,0.2749,0
10,1,35,Detskii sad Balbulak,Detskii sad Balbulak,3332,61.51,60.0,28.0,93.0,38.0,33.42,32.65,30.0,46.0,40.79,94.16,91.0,55.0,129.0,41.0,58.99,0.6265,0
10,2,35,Agrotekhnicheskii universitet,Agrotekhnicheskii universitet,3135,72.9,70.0,41.0,105.0,37.0,29.59,38.08,26.0,41.0,93.74,110.99,99.0,66.0,137.0,41.0,98.56,0.888,0
12,2,35,Dom ministerstv,Dom ministerstv,2228,92.94,93.0,46.0,129.0,37.0,35.66,31.49,29.0,47.0,12.51,124.43,125.0,72.0,165.3,41.0,39.03,0.3137,0
12,2,46,Park Astana,Prospekt Saryarka,68,65.15,64.0,35.4,96.0,37.75,27.08,30.38,24.5,47.9,23.09,95.53,91.0,58.7,135.2,40.5,34.14,0.3574,0
10,1,26,Ledovyi dvorets Alau,Astana EKSPO,3335,64.3,52.0,28.0,110.0,44.0,55.03,42.51,39.0,71.0,22.07,106.82,100.0,66.0,145.0,40.0,52.84,0.4947,0
10,1,21,Biznes tsentr Asyl-Tau,Biznes tsentr Asyl-Tau,3334,74.38,67.0,40.0,114.0,41.0,40.07,33.28,31.0,63.0,22.02,107.66,99.0,69.0,156.7,40.0,46.59,0.4327,0
10,1,30,Bol'nitsa Meditsinskogo tsentra UDP RK,Detskii sad Karlygash,3334,76.61,76.0,34.0,100.0,35.0,74.77,14.1,13.0,28.0,11.28,90.71,91.0,37.0,122.0,40.0,76.48,0.8431,0
10,2,17,Biznes tsentr Asyl-Tau,Biznes tsentr Asyl-Tau,3143,96.93,97.0,60.0,131.8,39.0,51.11,29.0,26.0,43.0,12.95,125.93,125.0,85.0,164.0,40.0,53.01,0.421,0
12,1,9,Astana EKSPO,Park Astana,2915,58.93,46.0,31.0,98.0,35.0,128.31,30.93,28.0,45.0,14.39,89.86,77.0,56.0,131.0,40.0,128.69,1.432,0
12,1,28,Astana EKSPO,Astana EKSPO,2850,66.03,58.0,33.0,98.0,38.0,65.06,24.84,23.0,38.0,14.62,90.87,84.0,54.0,127.0,40.0,64.7,0.7119,0
10,2,43,Agrotekhnicheskii universitet,Agrotekhnicheskii universitet,43,68.44,64.0,37.2,117.8,46.5,30.66,30.16,28.0,45.6,12.17,98.6,96.0,56.6,150.0,40.0,35.47,0.3598,0
46,2,28,Akan Sery,Akan Sery,4166,76.32,64.0,35.0,108.0,37.0,76.84,24.58,23.0,37.0,12.37,100.9,88.0,56.5,135.0,39.0,77.9,0.7721,0
10,1,23,Biznes tsentr Asyl-Tau,Dvorets edinoborstv im. Zhaksylyka Ushkempirova,3335,98.22,95.0,62.0,132.0,36.0,35.5,26.92,27.0,43.0,14.39,125.14,121.0,84.4,165.0,39.0,39.77,0.3178,0
12,1,4,K'arlyg'ash balabak'shasy,K'artaly,2917,55.48,51.0,26.0,86.0,38.0,52.68,31.35,30.0,45.0,12.36,86.82,83.0,54.0,119.0,39.0,53.66,0.618,0
12,2,5,Astana EKSPO,Astana EKSPO,2134,127.69,129.0,78.3,159.0,34.75,77.88,22.52,21.0,35.0,16.31,150.21,152.0,97.0,185.0,39.0,81.25,0.5409,0
12,2,53,TD Daulet,TD Daulet,6,60.83,64.0,35.5,83.0,29.75,21.73,45.5,29.0,82.5,35.71,106.33,100.0,61.5,157.5,38.75,52.42,0.4929,0
46,2,26,Akan Sery,Akan Sery,4179,64.13,59.0,35.0,94.0,34.0,34.27,29.68,27.0,45.0,14.61,93.81,89.0,60.0,128.0,38.0,36.77,0.392,0
10,1,22,Biznes tsentr Asyl-Tau,Biznes tsentr Asyl-Tau,3335,90.13,90.0,52.0,121.0,37.0,31.46,13.76,5.0,36.0,16.51,103.89,102.0,67.0,138.0,38.0,34.68,0.3338,0
46,2,43,Babataiuly,Gostinitsa Bakhyt,2522,54.22,27.0,14.0,128.0,26.0,67.12,17.42,16.0,32.0,21.23,71.64,47.0,28.0,151.9,38.0,65.81,0.9186,0
10,2,31,Agrotekhnicheskii universitet,Agrotekhnicheskii universitet,3141,63.53,59.0,34.0,94.0,33.0,31.84,35.94,33.0,53.0,16.67,99.47,94.0,65.0,142.0,37.0,36.08,0.3627,0
12,1,32,Biznes tsentr Asyl-Tau,Bol'nitsa Meditsinskogo tsentra UDP RK,2908,68.47,63.0,33.0,100.0,34.0,39.28,15.53,15.0,28.0,11.34,84.0,79.0,46.0,120.0,37.0,42.17,0.502,0
10,2,40,Agrotekhnicheskii universitet,Agrotekhnicheskii universitet,2597,60.57,59.0,30.0,90.0,36.0,29.86,27.38,24.0,43.0,15.16,87.95,86.0,55.0,120.0,37.0,35.51,0.4038,0
12,2,10,Astana EKSPO,Astana EKSPO,2181,118.52,96.0,62.0,138.0,35.0,205.36,17.81,17.0,31.0,12.08,136.33,114.0,77.0,161.0,37.0,204.07,1.4969,0
12,2,8,Astana EKSPO,Astana EKSPO,2152,87.55,74.0,46.0,109.0,36.0,165.21,6.35,2.0,22.0,11.8,93.9,79.0,49.0,120.0,37.0,165.65,1.7641,0
12,1,45,Biznes tsentr Asyl-Tau,Biznes tsentr Asyl-Tau,28,73.61,65.5,37.1,116.8,37.25,33.65,1.68,0.0,3.0,4.75,75.29,70.5,38.5,116.8,36.75,33.31,0.4425,0
46,2,39,Ardagerler,Ardagerler,4001,62.96,62.0,32.0,92.0,35.0,29.08,22.41,20.0,39.0,16.97,85.38,84.0,52.0,116.0,36.0,32.56,0.3814,0
10,1,29,Bol'nitsa Meditsinskogo tsentra UDP RK,Bol'nitsa Meditsinskogo tsentra UDP RK,3331,68.26,69.0,27.0,96.0,32.0,45.84,20.33,21.0,35.0,13.68,88.59,91.0,31.0,123.0,36.0,51.01,0.5758,0
10,1,36,Detskii sad Balbulak,Kanal Nura-Esil',1791,50.27,44.0,25.0,77.0,31.0,37.83,30.9,29.0,43.0,20.96,81.16,74.0,50.0,113.0,36.0,43.11,0.5311,0
10,2,41,Agrotekhnicheskii universitet,Agrotekhnicheskii universitet,195,67.02,62.0,34.0,96.0,32.5,32.77,26.32,23.0,45.0,12.51,93.33,87.0,59.4,128.8,36.0,36.04,0.3862,0
10,1,32,Detskii sad Karlygash,E 319,3333,69.14,65.0,36.0,102.0,29.0,37.07,19.34,19.0,36.0,14.87,88.48,88.0,45.0,123.0,35.0,40.06,0.4528,0
10,2,34,Agrotekhnicheskii universitet,Agrotekhnicheskii universitet,3144,63.08,56.0,33.0,91.0,33.0,37.45,26.78,25.0,40.0,11.23,89.85,82.0,55.0,122.0,35.0,40.47,0.4504,0
10,2,37,Agrotekhnicheskii universitet,Agrotekhnicheskii universitet,2925,52.68,50.0,29.0,76.0,33.0,28.91,25.12,23.0,36.0,20.58,77.8,74.0,50.0,104.0,35.0,36.28,0.4664,0
12,1,35,AO Kazmunaigaz,AO Kazmunaigaz,2887,91.71,88.0,43.0,121.0,32.0,49.68,18.58,17.0,31.0,15.97,110.29,105.0,61.0,145.0,35.0,51.69,0.4687,0
12,2,38,Kazakhstan temir zholy,Kazakhstan temir zholy,2155,57.28,53.0,30.0,86.0,34.0,25.41,27.26,25.0,40.0,11.36,84.54,81.0,55.0,115.0,35.0,27.59,0.3264,0
12,2,54,TD Daulet,TD Daulet,5,71.0,74.0,44.2,97.6,36.0,26.52,30.2,30.0,37.0,6.98,101.2,112.0,74.6,122.8,35.0,24.43,0.2414,0
12,2,39,Kazakhstan temir zholy,Il'iasa Esenberlina,2070,52.89,35.0,22.0,123.0,19.0,55.02,29.04,25.0,47.0,14.19,81.93,64.0,45.0,151.1,34.75,55.51,0.6775,0
46,2,40,Ardagerler,Ardagerler,3688,64.17,66.0,31.0,88.0,32.0,29.37,19.69,18.0,34.0,17.56,83.86,83.0,49.0,113.0,34.25,34.6,0.4126,0
10,2,36,Agrotekhnicheskii universitet,Agrotekhnicheskii universitet,2968,72.37,69.0,41.7,95.0,31.25,57.62,28.28,24.0,40.0,37.1,100.65,95.0,64.0,127.0,34.25,67.67,0.6723,0
10,1,15,Dom Ministerstv,Dom Ministerstv,3334,49.84,28.0,15.0,115.0,25.0,93.98,5.9,0.0,20.0,12.9,55.74,32.0,17.0,124.0,34.0,96.36,1.7288,0
10,2,13,Biznes tsentr Asyl-Tau,Astana EKSPO,3140,97.12,90.0,64.0,123.0,32.0,62.25,24.82,23.0,37.0,11.71,121.95,115.0,85.0,152.0,34.0,63.63,0.5218,0
10,2,7,Astana EKSPO,Astana EKSPO,3130,79.96,71.0,45.0,103.0,32.75,109.58,5.44,3.0,15.0,8.93,85.4,77.0,49.0,109.1,34.0,109.69,1.2844,0
12,1,13,AO Kazmunaigaz,AO Kazmunaigaz,2912,61.62,51.0,35.0,89.0,25.0,47.13,38.96,33.0,62.9,31.91,100.57,88.0,64.1,140.0,34.0,59.52,0.5918,0
12,2,45,Korgalzhinskaia trassa,Park Astana,111,58.89,58.0,34.0,92.0,32.0,23.97,33.31,26.0,51.0,34.96,92.2,86.0,59.0,129.0,33.5,41.34,0.4484,0
12,2,48,Prospekt Saryarka,Shkola-litsei No. 15,11,59.91,52.0,30.0,90.0,35.5,28.37,33.82,34.0,37.0,11.99,93.73,88.0,64.0,126.0,33.5,28.02,0.299,0
46,2,36,Akan Sery,Ardagerler,4162,46.5,44.0,21.0,77.0,28.0,25.34,9.12,3.0,25.0,21.35,55.62,52.0,24.0,87.0,33.0,34.55,0.6212,0
46,2,38,Ardagerler,Ardagerler,4102,49.82,44.0,25.0,82.0,26.0,26.31,25.23,23.0,47.0,16.38,75.05,71.0,45.0,108.0,33.0,28.5,0.3798,0
12,2,34,Dom ministerstv,Dom ministerstv,2226,64.99,51.0,36.0,101.0,29.0,138.94,27.94,26.0,41.0,12.11,92.93,80.0,59.0,133.0,33.0,139.42,1.5003,0
12,2,43,Korgalzhinskaia trassa,Park Astana,2000,50.76,47.0,29.0,76.0,29.0,23.04,29.87,27.0,45.1,13.21,80.63,77.0,54.0,110.0,33.0,27.49,0.3409,0
10,2,46,Agrotekhnicheskii universitet,Agrotekhnicheskii universitet,24,63.17,66.0,30.2,87.7,40.25,24.11,24.08,21.0,48.6,16.26,87.25,88.5,54.5,106.7,32.75,29.85,0.3421,0
46,2,3,Bukhar zhyrau,Bukhar zhyrau,4112,76.97,68.0,48.0,101.0,27.0,57.73,20.55,19.0,34.0,14.94,97.52,89.0,63.0,131.0,32.0,59.44,0.6095,0
46,1,13,Akan Sery,Akan Sery,3945,42.65,36.0,19.0,71.0,29.0,27.25,19.29,18.0,32.0,12.7,61.94,57.0,35.0,91.0,32.0,29.2,0.4714,0
10,1,12,Mikroraion Samal,Dom ministerstv,3331,97.91,95.0,74.0,125.0,27.0,26.77,32.07,30.0,47.0,12.97,129.98,126.0,100.0,163.0,32.0,32.47,0.2498,0
12,1,31,Astana EKSPO,Biznes tsentr Asyl-Tau,2907,44.24,36.0,23.0,74.0,19.0,47.83,8.71,4.0,23.0,11.54,52.95,41.0,27.0,92.0,32.0,50.25,0.9489,0
12,1,29,Astana EKSPO,Astana EKSPO,2867,53.38,42.0,28.0,79.0,24.0,69.54,26.14,25.0,42.0,15.29,79.52,69.0,47.0,110.0,32.0,70.05,0.8808,0
12,1,27,Astana EKSPO,Astana EKSPO,2822,57.59,48.0,32.0,86.0,25.0,64.35,25.48,23.0,38.0,20.78,83.07,73.0,54.0,115.0,31.75,65.73,0.7912,0
46,2,22,Akan Sery,Akan Sery,4179,55.75,49.0,36.0,81.0,21.0,27.57,31.44,27.0,52.0,17.17,87.19,80.0,60.0,122.0,31.0,31.98,0.3668,0
46,1,15,Akan Sery,Akan Sery,3945,49.8,42.0,25.0,77.0,27.0,38.11,19.56,18.0,31.0,12.92,69.36,61.0,40.0,100.0,31.0,40.64,0.586,0
46,1,2,Akan Sery,Akan Sery,3839,102.59,93.0,66.0,123.0,27.0,110.95,16.06,12.0,29.0,52.61,118.65,107.0,76.0,143.0,31.0,125.52,1.0579,0
10,1,9,Narodnyi bank,Mikroraion Samal,3332,91.89,95.0,43.0,119.0,27.0,32.46,38.79,36.0,56.0,15.7,130.68,133.0,77.0,164.0,31.0,38.42,0.294,0
10,1,34,Detskii sad Balbulak,Detskii sad Balbulak,3315,89.99,84.0,55.0,119.0,28.0,40.88,28.39,26.0,45.0,17.95,118.38,112.0,82.0,155.0,31.0,42.83,0.3618,0
10,2,24,Biznes tsentr Asyl-Tau,Biznes tsentr Asyl-Tau,3141,37.66,15.0,6.0,93.0,25.0,64.22,33.06,27.0,49.0,37.54,70.71,45.0,28.0,137.0,31.0,83.96,1.1874,0
10,2,38,Agrotekhnicheskii universitet,Agrotekhnicheskii universitet,2908,54.68,53.0,29.0,80.0,32.0,29.46,19.38,19.0,33.0,16.45,74.06,71.0,45.0,101.0,31.0,32.95,0.4449,0
12,1,30,Astana EKSPO,Astana EKSPO,2902,45.82,38.0,25.0,72.0,24.0,40.41,19.98,20.0,36.0,15.39,65.8,60.0,35.0,99.0,31.0,44.03,0.6691,0
12,1,39,Detskii sad Balbulak,Detskii sad Balbulak,1379,59.65,52.0,32.0,83.0,27.0,50.53,22.09,21.0,34.0,19.55,81.74,75.0,48.8,108.2,31.0,53.27,0.6517,0
12,1,55,Kardiokhirurgicheskaia klinika,AO Kazmunaigaz,3,39.67,51.0,15.8,59.0,27.0,28.73,3.67,4.0,6.4,3.51,43.33,55.0,16.6,65.4,30.5,32.13,0.7415,0
46,2,4,Bukhar zhyrau,Bukhar zhyrau,4048,58.59,54.0,32.0,80.0,27.0,45.64,17.49,16.0,31.0,12.98,76.08,71.0,44.0,104.0,30.0,47.43,0.6234,0
10,2,23,Biznes tsentr Asyl-Tau,Biznes tsentr Asyl-Tau,3144,58.02,46.0,28.0,81.0,27.0,67.24,10.3,3.0,29.0,18.96,68.32,53.0,33.0,104.0,30.0,77.13,1.1288,0
10,2,29,Alibi Zhangel'dina,Alibi Zhangel'dina,3142,54.52,53.0,30.0,77.0,28.0,25.1,26.34,24.0,39.0,12.17,80.87,77.0,51.0,112.0,30.0,29.39,0.3635,0
10,2,4,Astana EKSPO,Astana EKSPO,3127,45.69,37.0,21.0,65.0,26.0,80.66,35.92,32.0,51.0,26.02,81.6,72.0,50.0,110.0,30.0,82.6,1.0122,0
12,1,23,Astana EKSPO,Astana EKSPO,2907,77.07,70.0,49.0,110.0,25.0,66.1,26.6,26.0,41.0,12.78,103.67,98.0,71.0,140.0,30.0,67.03,0.6466,0
12,2,41,Park Astana,Korgalzhinskaia trassa,2039,45.44,39.0,21.0,71.0,30.0,31.89,24.75,23.0,35.0,9.94,70.19,64.0,43.0,100.0,30.0,33.18,0.4727,0
10,2,47,Agrotekhnicheskii universitet,Agrotekhnicheskii universitet,17,55.59,54.0,36.8,82.6,27.0,18.39,24.12,21.0,38.4,10.9,79.71,75.0,53.8,100.6,30.0,24.35,0.3055,0
12,2,27,Astana EKSPO,Bukhar zhyrau,2226,37.33,14.0,7.0,81.5,26.0,70.73,28.08,26.0,44.0,17.7,65.41,44.0,30.0,119.0,29.75,73.32,1.1208,0
12,1,53,Biznes tsentr Asyl-Tau,AO Kazmunaigaz,8,46.88,46.5,7.7,85.1,35.25,30.69,6.0,2.5,13.7,11.48,52.88,48.5,27.3,88.4,29.75,28.21,0.5334,0
46,2,35,Akan Sery,Akan Sery,4184,44.16,39.0,21.0,74.0,19.0,49.16,19.03,16.0,41.0,19.67,63.19,59.0,28.0,98.0,29.0,52.45,0.8299,0
46,1,8,Aktobe,Akan Sery,3931,72.1,44.0,26.0,160.0,28.0,140.88,7.6,3.0,21.0,13.41,79.69,51.0,33.0,166.0,29.0,141.36,1.7739,0
46,1,5,Akan Sery,Akan Sery,3720,123.97,51.0,33.0,83.0,26.0,423.75,22.83,21.0,37.0,12.7,146.8,76.0,53.0,112.0,29.0,420.23,2.8626,0
10,2,45,Agrotekhnicheskii universitet,Agrotekhnicheskii universitet,27,55.26,53.0,30.2,77.8,31.0,20.35,26.33,24.0,38.2,12.87,81.59,82.0,52.4,109.6,29.0,23.39,0.2867,0
46,2,37,Ardagerler,Ardagerler,4136,46.64,45.0,25.0,67.0,20.0,21.88,15.29,10.0,36.0,16.1,61.93,58.0,36.0,91.0,28.0,25.93,0.4188,0
46,1,10,Akan Sery,Akan Sery,3945,53.56,53.0,25.0,71.0,24.0,38.86,20.28,19.0,34.0,13.62,73.85,71.0,41.0,98.0,28.0,41.73,0.5651,0
10,2,30,Alibi Zhangel'dina,Agrotekhnicheskii universitet,3143,73.68,73.0,50.0,92.0,16.0,25.26,37.04,34.0,57.0,16.8,110.72,109.0,80.0,140.0,28.0,31.77,0.2869,0
10,2,39,Agrotekhnicheskii universitet,Agrotekhnicheskii universitet,2886,56.3,52.0,33.0,78.0,25.0,42.86,25.43,24.0,37.0,12.34,81.73,76.0,55.0,106.5,28.0,43.88,0.5369,0
12,2,4,Bol'nitsa Meditsinskogo tsentra UDP RK,Astana EKSPO,2128,67.84,64.0,45.0,92.0,26.0,25.99,18.96,18.0,31.0,11.22,86.8,83.0,60.0,115.0,28.0,28.08,0.3235,0
